kepid,kepoi_name,ra_str,dec_str,koi_pdisposition,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_vet_stat,koi_vet_date
10730034,K01305.01,19h25m33.82s,+48d03m56.2s,CANDIDATE,CANDIDATE,2.633893,2.8e-05,-2.8e-05,134.5595,0.0031,-0.0031,271,,,2.1635,,,,,,0.48,0.24,-0.24,86.52,,,0.036,,,0,,,,,,0.01526,0.00079,-0.00079,8.4,3.7,-3.7,1.27,0.53,-0.53,1092.0,,,5381.00,83.00,-83.00,4.610,0.300,-0.300,,,,0.7600,0.3100,-0.3100,0.8650,0.0600,-0.0600,0.6,3.8,-3.8,Pinsonneault,Active,2013-10-25
10730034,K01305.02,19h25m33.82s,+48d03m56.2s,CANDIDATE,CANDIDATE,6.18677,0.00012,-0.00012,136.632,0.0069,-0.0069,214,,,2.8247,,,,,,0.5,0.24,-0.24,88.24,,,0.063,,,0,,,,,,0.01362,0.00093,-0.00093,14.8,6.6,-6.6,1.13,0.47,-0.47,825.0,,,5381.00,83.00,-83.00,4.610,0.300,-0.300,,,,0.7600,0.3100,-0.3100,0.8650,0.0600,-0.0600,0.6,3.8,-3.8,Pinsonneault,Active,2013-10-25
10858691,K01306.01,19h22m42.28s,+48d17m39.4s,CANDIDATE,CANDIDATE,1.796311,1.7e-05,-1.7e-05,133.3352,0.0027,-0.0027,205,,,1.7837,,,,,,0.15,0.35,-0.35,88.81,,,0.029,,,0,,,,,,0.01308,0.0006,-0.0006,7.7,3.4,-3.4,1.33,0.67,-0.67,1489.0,,,5969.00,107.00,-107.00,4.510,0.300,-0.300,,,,0.9300,0.4600,-0.4600,1.0300,0.1000,-0.1000,0.5,2.3,-2.3,Pinsonneault,Active,2013-10-25
10858691,K01306.02,19h22m42.28s,+48d17m39.4s,CANDIDATE,CANDIDATE,3.468052,3.2e-05,-3.2e-05,136.0079,0.0035,-0.0035,260,,,2.2396,,,,,,0.07,0.31,-0.31,89.95,,,0.045,,,0,,,,,,0.01471,0.00066,-0.00066,12,5.3,-5.3,1.49,0.75,-0.75,1196.0,,,5969.00,107.00,-107.00,4.510,0.300,-0.300,,,,0.9300,0.4600,-0.4600,1.0300,0.1000,-0.1000,0.5,2.3,-2.3,Pinsonneault,Active,2013-10-25
10858691,K01306.03,19h22m42.28s,+48d17m39.4s,CANDIDATE,CANDIDATE,5.914256,7.3e-05,-7.3e-05,133.4897,0.0055,-0.0055,247,,,2.5635,,,,,,0.3,0.47,-0.47,88.81,,,0.065,,,0,,,,,,0.01446,0.00079,-0.00079,17.1,7.6,-7.6,1.46,0.74,-0.74,995.0,,,5969.00,107.00,-107.00,4.510,0.300,-0.300,,,,0.9300,0.4600,-0.4600,1.0300,0.1000,-0.1000,0.5,2.3,-2.3,Pinsonneault,Active,2013-10-25
10858691,K01306.04,19h22m42.28s,+48d17m39.4s,CANDIDATE,CANDIDATE,29.22144,0.00058,-0.00058,139.3279,0.01,-0.01,353,,,4.0261,,,,,,0.48,0.26,-0.26,89.38,,,0.187,,,0,,,,,,0.0176,0.0011,-0.0011,50,22,-22,1.78,0.9,-0.9,587.0,,,5969.00,107.00,-107.00,4.510,0.300,-0.300,,,,0.9300,0.4600,-0.4600,1.0300,0.1000,-0.1000,0.5,2.3,-2.3,Pinsonneault,Active,2013-10-25
10973814,K01307.01,19h23m42.59s,+48d26m36.8s,CANDIDATE,CANDIDATE,44.85199,0.0004,-0.0004,172.4616,0.0034,-0.0034,785,,,3.5334,,,,,,0.78,0.73,-0.73,89.38,,,0.241,,,0,,,,,,0.0283,0.0063,-0.0063,65,30,-30,3.1,1.5,-1.5,520.0,,,5779.00,97.00,-97.00,4.400,0.300,-0.300,,,,1.0000,0.4300,-0.4300,0.9300,0.0950,-0.0950,7.6,3.1,-3.1,Pinsonneault,Active,2013-10-25
7898352,K01486.02,19h37m16.08s,+43d37m45.6s,CANDIDATE,CANDIDATE,30.18376,0.00028,-0.00028,146.6449,0.0046,-0.0046,925,,,5.8355,,,,,,0.441,0.1,-0.1,89.38,,,0.191,,,0,,,,,,0.02782,0.00066,-0.00066,36.7,3.7,-3.7,2.8,1.2,-1.2,577.0,,,5952.00,111.00,-111.00,4.520,0.300,-0.300,,,,0.9200,0.3900,-0.3900,1.0210,0.0850,-0.0850,0.5,2.5,-2.5,Pinsonneault,Active,2013-10-25
12062667,K01487.01,19h28m17.45s,+50d32m53.8s,FALSE POSITIVE,FALSE POSITIVE,2.929296,3.5e-06,-3.5e-06,133.71726,0.00084,-0.00084,469,,,4.8631,,,,,,0.009,0.1,-0.1,89.95,,,0.043,,,0,,,,,,0.0193,0.0086,-0.0086,4.71,0.024,-0.024,2.9,2.3,-2.3,1656.0,,,6654.00,86.00,-86.00,4.270,0.300,-0.300,,,,1.3700,0.8900,-0.8900,1.2600,0.2100,-0.2100,1.87,0.58,-0.58,Pinsonneault,Active,2013-10-25
9589323,K01488.01,19h29m24.95s,+46d13m34.6s,CANDIDATE,CANDIDATE,3.949633,2.1e-05,-2.1e-05,134.6083,0.0017,-0.0017,802,,,1.5564,,,,,,0.02,0.1,-0.1,89.95,,,0.044,,,0,,,,,,0.02513,0.00064,-0.00064,19.9,2.2,-2.2,2.1,1.2,-1.2,927.0,,,5078.00,89.00,-89.00,4.560,0.300,-0.300,,,,0.7500,0.4500,-0.4500,0.7470,0.0780,-0.0780,13.8,3.8,-3.8,Pinsonneault,Active,2013-10-25
9823487,K01489.01,19h12m56.80s,+46d36m21.3s,CANDIDATE,CANDIDATE,16.00451,0.00016,-0.00016,140.4833,0.0038,-0.0038,834,,,3.9316,,,,,,0.0246,0.1,-0.1,89.95,,,0.115,,,0,,,,,,0.02558,0.00057,-0.00057,31.9,2.7,-2.7,2.03,0.73,-0.73,569.0,,,5126.00,88.00,-88.00,4.610,0.300,-0.300,,,,0.7300,0.2600,-0.2600,0.7820,0.0470,-0.0470,6.2,4,-4,Pinsonneault,Active,2013-10-25
9602514,K01490.01,19h48m29.25s,+46d13m18.9s,FALSE POSITIVE,FALSE POSITIVE,3.5565259,8.5e-06,-8.5e-06,133.5168,0.0017,-0.0017,383,,,8.3755,,,,,,0.016,0.1,-0.1,89.95,,,0.044,,,0,,,,,,0.0174,0.0072,-0.0072,3.345,0.031,-0.031,4.2,2.1,-2.1,1532.0,,,4881.00,72.00,-72.00,3.710,0.300,-0.300,,,,2.2300,0.6000,-0.6000,0.9190,0.0830,-0.0830,14,2.5,-2.5,Pinsonneault,Active,2013-10-25
9726659,K01491.01,19h51m07.02s,+46d29m33.9s,CANDIDATE,CANDIDATE,3.148679,3.6e-05,-3.6e-05,356.9339,0.0024,-0.0024,572,,,2.2334,,,,,,0.62,0.43,-0.43,85.94,,,0.042,,,0,,,,,,0.0226,0.0023,-0.0023,8.8,3,-3,2.54,0.79,-0.79,1103.0,,,5059.00,200.00,-200.00,4.400,0.300,-0.300,,,,1.0300,0.3000,-0.3000,0.9700,0.3000,-0.3000,,,,KIC,Active,2013-10-25
12108312,K01492.01,19h19m48.19s,+50d39m26.1s,FALSE POSITIVE,FALSE POSITIVE,0.7054477,1.6e-06,-1.6e-06,133.80677,0.00037,-0.00037,483,,,2.584,,,,,,1.2245,0.1,-0.1,22.35,,,0.015,,,0,,,,,,0.2462,0.0044,-0.0044,1.32,0.14,-0.14,22.9,9.2,-9.2,1904.0,,,5725.00,89.00,-89.00,4.560,0.300,-0.300,,,,0.8500,0.3400,-0.3400,0.9590,0.0590,-0.0590,0.5,3.5,-3.5,Pinsonneault,Active,2013-10-25
9842906,K01493.01,19h45m46.03s,+46d37m00.2s,FALSE POSITIVE,FALSE POSITIVE,4.9887,0.00013,-0.00013,358.2252,0.0059,-0.0059,343,,,8.3797,,,,,,0.763,0.1,-0.1,76.2,,,0.059,,,0,,,,,,0.01847,0.00047,-0.00047,3.2,1.4,-1.4,1.84,0.61,-0.61,1073.0,,,6179.00,200.00,-200.00,4.550,0.300,-0.300,,,,0.9100,0.3000,-0.3000,1.0900,0.3000,-0.3000,,,,KIC,Active,2013-10-25
11821363,K01494.01,19h41m49.72s,+50d04m37.8s,CANDIDATE,CANDIDATE,8.1959,0.00016,-0.00016,136.6899,0.0071,-0.0071,776,,,2.8994,,,,,,0.65,0.85,-0.85,87.66,,,0.073,,,0,,,,,,0.027,0.013,-0.013,17.1,8.2,-8.2,2.3,1.4,-1.4,659.0,,,4559.00,200.00,-200.00,4.540,0.300,-0.300,,,,0.7800,0.3000,-0.3000,0.7700,0.3000,-0.3000,,,,KIC,Active,2013-10-25
7629518,K01495.01,19h50m39.48s,+43d14m56.3s,CANDIDATE,CANDIDATE,15.5949,0.00015,-0.00015,137.5577,0.0037,-0.0037,828,,,5.0799,,,,,,0.6,0.21,-0.21,88.24,,,0.122,,,0,,,,,,0.0274,0.0011,-0.0011,19.5,5,-5,2.8,2,-2,713.0,,,5880.00,122.00,-122.00,4.500,0.300,-0.300,,,,0.9200,0.6700,-0.6700,0.9900,0.1700,-0.1700,2,2.9,-2.9,Pinsonneault,Active,2013-10-25
10810838,K00174.01,19h47m17.50s,+48d06m27.2s,CANDIDATE,CANDIDATE,56.35387,0.00036,-0.00036,144.8368,0.002,-0.002,1046,,,3.3104,,,,,,0.0293,0.1,-0.1,89.95,,,0.253,,,0,,,,,,0.02836,0.00046,-0.00046,133.7,8.7,-8.7,1.94,0.08,-0.08,331.0,,,4768.00,100.00,-100.00,4.680,0.200,-0.200,,,,0.6270,0.0250,-0.0250,0.6820,0.0250,-0.0250,6.8,4,-4,SME,Active,2013-10-25
4828341,K01496.01,19h18m25.63s,+39d56m18.0s,CANDIDATE,CANDIDATE,36.12846,0.00018,-0.00018,388.5535,0.0011,-0.0011,3810,,,2.131,,,,,,1,0.67,-0.67,88.81,,,0.218,,,0,,,,,,0.105,0.046,-0.046,60,29,-29,11.1,6,-6,528.0,,,5667.00,200.00,-200.00,4.490,0.300,-0.300,,,,0.9700,0.3000,-0.3000,1.0600,0.3000,-0.3000,,,,KIC,Active,2013-10-25
11774387,K01497.01,19h48m11.16s,+49d58m13.4s,FALSE POSITIVE,FALSE POSITIVE,0.52022264,8.7e-07,-8.7e-07,178.14683,0.00076,-0.00076,449,,,1.1741,,,,,,0.25,0.79,-0.79,85.94,,,0.012,,,0,,,,,,0.0192,0.0073,-0.0073,3.4,1.5,-1.5,1.9,1.1,-1.1,2187.0,,,5754.00,108.00,-108.00,4.510,0.300,-0.300,,,,0.8900,0.3800,-0.3800,0.9460,0.0780,-0.0780,3,3.4,-3.4,Pinsonneault,Active,2013-10-25
9636135,K01498.01,19h00m13.70s,+46d19m14.4s,CANDIDATE,CANDIDATE,5.833734,4.5e-05,-4.5e-05,138.7483,0.0034,-0.0034,509,,,3.8751,,,,,,0.32,0.42,-0.42,88.24,,,0.064,,,0,,,,,,0.02082,0.00075,-0.00075,11.2,5.1,-5.1,2.15,0.91,-0.91,1024.0,,,6034.00,155.00,-155.00,4.500,0.300,-0.300,,,,0.9500,0.4000,-0.4000,1.0500,0.1000,-0.1000,0.3,2.4,-2.4,Pinsonneault,Active,2013-10-25
9636135,K01498.02,19h00m13.70s,+46d19m14.4s,CANDIDATE,CANDIDATE,2.421496,3.1e-05,-3.1e-05,133.8351,0.0046,-0.0046,193,,,2.6475,,,,,,0.5,0.25,-0.25,85.37,,,0.036,,,0,,,,,,0.01301,0.00073,-0.00073,6.2,2.8,-2.8,1.35,0.58,-0.58,1366.0,,,6034.00,155.00,-155.00,4.500,0.300,-0.300,,,,0.9500,0.4000,-0.4000,1.0500,0.1000,-0.1000,0.3,2.4,-2.4,Pinsonneault,Active,2013-10-25
9836959,K01715.01,19h37m06.55s,+46d40m31.0s,CANDIDATE,CANDIDATE,105.0129,0.0019,-0.0019,228.9499,0.0062,-0.0062,295,,,6.2533,,,,,,0.58,0.81,-0.81,89.95,,,0.43,,,0,,,,,,0.0164,0.0022,-0.0022,107,49,-49,1.88,0.33,-0.33,404.0,,,5853.00,53.00,-53.00,4.380,0.100,-0.100,,,,1.0500,0.1200,-0.1200,0.9600,0.0400,-0.0400,7.3,2.6,-2.6,SPC,Active,2013-10-25
9838949,K01716.01,19h40m05.20s,+46d37m09.2s,CANDIDATE,CANDIDATE,4.880861,5e-05,-5e-05,136.1928,0.0037,-0.0037,342,,,3.2908,,,,,,0.972,0.1,-0.1,75.06,,,0.05,,,0,,,,,,0.0244,0.0011,-0.0011,3.8,1.7,-1.7,1.8,1.5,-1.5,780.0,,,4811.00,82.00,-82.00,4.620,0.300,-0.300,,,,0.6800,0.5500,-0.5500,0.6930,0.0810,-0.0810,13.9,3.7,-3.7,Pinsonneault,Active,2013-10-25
9895006,K01717.01,19h34m18.66s,+46d44m10.8s,CANDIDATE,CANDIDATE,10.56156,0.00016,-0.00016,133.756,0.0056,-0.0056,223,,,2.8606,,,,,,0.81,0.66,-0.66,87.09,,,0.088,,,0,,,,,,0.0154,0.0036,-0.0036,17.3,8.1,-8.1,1.56,0.83,-0.83,779.0,,,5437.00,118.00,-118.00,4.420,0.300,-0.300,,,,0.9300,0.4500,-0.4500,0.8220,0.0790,-0.0790,14,3.2,-3.2,Pinsonneault,Active,2013-10-25
9896558,K01718.01,19h36m40.52s,+46d42m52.6s,CANDIDATE,CANDIDATE,67.66919,0.00055,-0.00055,198.1923,0.0062,-0.0062,915,,,10.1638,,,,,,0.783,0.1,-0.1,88.81,,,0.332,,,0,,,,,,0.03087,0.00057,-0.00057,34.1,3,-3,3.8,1.5,-1.5,500.0,,,6148.00,120.00,-120.00,4.360,0.300,-0.300,,,,1.1300,0.4400,-0.4400,1.0600,0.1200,-0.1200,3.7,1.4,-1.4,Pinsonneault,Active,2013-10-25
10015937,K01720.01,19h34m34.60s,+46d59m23.1s,CANDIDATE,CANDIDATE,59.6626,0.0012,-0.0012,168.0608,0.0071,-0.0071,1075,,,4.2185,,,,,,0.61,0.87,-0.87,89.38,,,0.286,,,0,,,,,,0.0312,0.0081,-0.0081,90,43,-43,2.6,1.2,-1.2,393.0,,,5419.00,77.00,-77.00,4.600,0.300,-0.300,,,,0.7700,0.3000,-0.3000,0.8760,0.0580,-0.0580,0.6,3.8,-3.8,Pinsonneault,Active,2013-10-25
10019065,K01721.01,19h39m09.40s,+46d59m02.4s,CANDIDATE,CANDIDATE,52.632,0.0011,-0.0011,155.6017,0.0068,-0.0068,633,,,6.3928,,,,,,0.828,0.1,-0.1,88.81,,,0.268,,,0,,,,,,0.0261,0.0012,-0.0012,38,19,-19,2.33,0.6,-0.6,432.0,,,5604.00,81.00,-81.00,4.580,0.300,-0.300,,,,0.8200,0.2100,-0.2100,0.9250,0.0350,-0.0350,0.5,4,-4,Pinsonneault,Active,2013-10-25
7950644,K00192.01,19h13m01.10s,+43d42m17.5s,CANDIDATE,CANDIDATE,10.2909988,3.3e-06,-3.3e-06,137.02113,0.00012,-0.00012,9708,,,4.2661,,,,,,0.025,0.1,-0.1,89.95,,,0.095,,,0,,,,,,0.09007,0.0004,-0.0004,20.1,1.2,-1.2,10.1,4.5,-4.5,898.0,,,6195.00,89.00,-89.00,4.460,0.300,-0.300,,,,1.0300,0.4600,-0.4600,1.1000,0.1200,-0.1200,0.8,1.2,-1.2,Pinsonneault,Active,2013-10-25
10080248,K01722.01,19h35m27.74s,+47d01m36.6s,CANDIDATE,CANDIDATE,14.87712,0.00034,-0.00034,142.9837,0.0086,-0.0086,354,,,6.5278,,,,,,0.701,0.1,-0.1,87.09,,,0.118,,,0,,,,,,0.01839,0.00066,-0.00066,12.9,2.6,-2.6,1.77,0.88,-0.88,704.0,,,5841.00,102.00,-102.00,4.540,0.300,-0.300,,,,0.8800,0.4400,-0.4400,0.9880,0.0950,-0.0950,0.4,3,-3,Pinsonneault,Active,2013-10-25
10213902,K01723.01,19h36m57.91s,+47d16m33.5s,CANDIDATE,CANDIDATE,59.62217,0.00084,-0.00084,138.1383,0.0051,-0.0051,1069,,,6.5098,,,,,,0.77,0.18,-0.18,88.81,,,0.305,,,0,,,,,,0.0328,0.0017,-0.0017,48,17,-17,3.5,1.1,-1.1,478.0,,,6095.00,106.00,-106.00,4.500,0.300,-0.300,,,,0.9600,0.3000,-0.3000,1.0630,0.0690,-0.0690,0.3,2.1,-2.1,Pinsonneault,Active,2013-10-25
10214162,K01724.01,19h37m18.33s,+47d13m03.4s,CANDIDATE,CANDIDATE,17.42459,0.00035,-0.00035,148.8115,0.0089,-0.0089,797,,,4.408,,,,,,0.906,0.1,-0.1,86.52,,,0.135,,,0,,,,,,0.0309,0.0012,-0.0012,14.9,4.5,-4.5,3.4,1,-1,693.0,,,5753.00,200.00,-200.00,4.460,0.300,-0.300,,,,1.0100,0.3000,-0.3000,1.0700,0.3000,-0.3000,,,,KIC,Active,2013-10-25
10905746,K01725.01,18h54m30.92s,+48d23m27.6s,CANDIDATE,CANDIDATE,9.8847,0.0023,-0.0023,138.4041,0.0032,-0.0032,1984,,,2.1545,,,,,,0.13,0.54,-0.54,89.95,,,0.054,,,0,,,,,,0.039,0.018,-0.018,36,14,-14,1.15,,,320.0,,,3240.00,,,4.897,,,,,,0.2700,,,0.2100,,,,,,J-K,Active,2013-10-25
8242434,K01726.01,19h39m49.23s,+44d08m59.3s,CANDIDATE,CANDIDATE,44.96393,0.00021,-0.00021,144.5603,0.0017,-0.0017,835,,,4.9833,,,,,,0.35,0.47,-0.47,89.95,,,0.217,,,0,,,,,,0.0258,0.0023,-0.0023,66,26,-26,1.84,0.17,-0.17,362.0,,,4732.00,66.00,-66.00,4.640,0.300,-0.300,,,,0.6540,0.0160,-0.0160,0.6760,0.0170,-0.0170,14,3.7,-3.7,Pinsonneault,Active,2013-10-25
6185331,K01727.01,18h57m05.75s,+41d32m06.1s,CANDIDATE,CANDIDATE,49.76999,0.00037,-0.00037,159.985,0.0028,-0.0028,3622,,,10.4799,,,,,,0.779,0.1,-0.1,88.24,,,0.263,,,0,,,,,,0.06073,0.00049,-0.00049,26.12,0.97,-0.97,5.8,1.9,-1.9,464.0,,,5793.00,88.00,-88.00,4.550,0.300,-0.300,,,,0.8700,0.2800,-0.2800,0.9740,0.0500,-0.0500,0.4,3.4,-3.4,Pinsonneault,Active,2013-10-25
11820830,K01728.01,19h40m51.99s,+50d05m03.6s,FALSE POSITIVE,FALSE POSITIVE,12.731943,2.4e-05,-2.4e-05,138.7318,0.0013,-0.0013,11183,,,3.7238,,,,,,0.88,0.17,-0.17,87.09,,,0.121,,,0,,,,,,0.1186,0.0035,-0.0035,16.91,0.8,-0.8,19.9,9.4,-9.4,1141.0,,,7249.00,144.00,-144.00,4.220,0.300,-0.300,,,,1.5400,0.7200,-0.7200,1.4500,0.1900,-0.1900,1.13,0.23,-0.23,Pinsonneault,Active,2013-10-25
8266276,K01731.01,20h05m52.63s,+44d09m34.7s,CANDIDATE,CANDIDATE,2.594962,3.8e-05,-3.8e-05,132.7449,0.0051,-0.0051,588,,,2.0544,,,,,,0.904,0.1,-0.1,79.07,,,0.034,,,0,,,,,,0.0264,0.0022,-0.0022,4.8,1.8,-1.8,2.51,0.89,-0.89,1025.0,,,4593.00,200.00,-200.00,4.470,0.300,-0.300,,,,0.8700,0.3000,-0.3000,0.8100,0.3000,-0.3000,,,,KIC,Active,2013-10-25
6869184,K01732.01,19h34m24.30s,+42d22m47.1s,CANDIDATE,CANDIDATE,43.31688,0.00078,-0.00078,136.5675,0.0067,-0.0067,977,,,5.9111,,,,,,0.923,0.1,-0.1,88.24,,,0.237,,,0,,,,,,0.0352,0.0014,-0.0014,26.3,6.9,-6.9,3.2,1.4,-1.4,473.0,,,5691.00,96.00,-96.00,4.570,0.300,-0.300,,,,0.8400,0.3500,-0.3500,0.9500,0.0650,-0.0650,0.4,3.7,-3.7,Pinsonneault,Active,2013-10-25
8396405,K01733.01,20h04m20.57s,+44d22m48.7s,CANDIDATE,CANDIDATE,19.18123,0.00031,-0.00031,141.368,0.0062,-0.0062,813,,,2.3182,,,,,,0.7,0.86,-0.86,89.38,,,0.134,,,0,,,,,,0.028,0.01,-0.01,48,23,-23,2.3,1.6,-1.6,569.0,,,5395.00,96.00,-96.00,4.610,0.300,-0.300,,,,0.7700,0.4400,-0.4400,0.8690,0.0860,-0.0860,0.6,3.7,-3.7,Pinsonneault,Active,2013-10-25
10799735,K00193.01,19h31m30.28s,+48d11m43.1s,CANDIDATE,CANDIDATE,37.590272,1.6e-05,-1.6e-05,157.34972,0.00015,-0.00015,19652,,,4.335,,,,,,0.317,0.1,-0.1,89.95,,,0.225,,,0,,,,,,0.12958,0.00051,-0.00051,71.8,3.5,-3.5,14,6.4,-6.4,567.0,,,6134.00,117.00,-117.00,4.480,0.300,-0.300,,,,0.9900,0.4500,-0.4500,1.0800,0.1100,-0.1100,0.4,1.6,-1.6,Pinsonneault,Active,2013-10-25
6604328,K01736.01,19h25m04.74s,+42d05m45.7s,CANDIDATE,CANDIDATE,31.0031,0.00069,-0.00069,143.2901,0.0079,-0.0079,702,,,5.278,,,,,,0.24,0.75,-0.75,89.95,,,0.196,,,0,,,,,,0.0242,0.0046,-0.0046,45,21,-21,2.48,0.86,-0.86,581.0,,,6021.00,137.00,-137.00,4.510,0.300,-0.300,,,,0.9400,0.2700,-0.2700,1.0400,0.0710,-0.0710,0.3,2.3,-2.3,Pinsonneault,Active,2013-10-25
4365645,K01738.01,19h26m59.61s,+39d26m48.8s,CANDIDATE,CANDIDATE,4.167856,3e-05,-3e-05,135.284,0.0025,-0.0025,170,,,2.2501,,,,,,0.83,0.18,-0.18,84.22,,,0.047,,,0,,,,,,0.01354,0.00098,-0.00098,8.3,3.5,-3.5,1.25,0.55,-0.55,993.0,,,5307.00,65.00,-65.00,4.480,0.300,-0.300,,,,0.8500,0.3600,-0.3600,0.7960,0.0520,-0.0520,13.4,4.2,-4.2,Pinsonneault,Active,2013-10-25
7199906,K01739.01,19h26m36.02s,+42d42m02.8s,CANDIDATE,CANDIDATE,220.657,0.014,-0.014,172.428,0.019,-0.019,415,,,7.8216,,,,,,0.77,0.66,-0.66,89.95,,,0.721,,,0,,,,,,0.0205,0.0071,-0.0071,144,72,-72,2.1,1.1,-1.1,298.0,,,5966.00,101.00,-101.00,4.520,0.300,-0.300,,,,0.9200,0.3600,-0.3600,1.0280,0.0750,-0.0750,0.3,2.6,-2.6,Pinsonneault,Active,2013-10-25
3109930,K01112.01,19h19m06.41s,+38d15m44.2s,CANDIDATE,CANDIDATE,37.81062,0.00086,-0.00086,158.3493,0.0079,-0.0079,438,,,8.9077,,,,,,0.423,0.1,-0.1,89.38,,,0.225,,,0,,,,,,0.01944,0.00055,-0.00055,30.1,6.4,-6.4,2.14,0.93,-0.93,569.0,,,6099.00,101.00,-101.00,4.460,0.300,-0.300,,,,1.0100,0.4400,-0.4400,1.0600,0.1000,-0.1000,1.7,1.7,-1.7,Pinsonneault,Active,2013-10-25
2854914,K01113.01,19h27m54.28s,+38d03m18.3s,CANDIDATE,CANDIDATE,25.93416,0.00031,-0.00031,149.7608,0.0045,-0.0045,434,,,5.509,,,,,,0.941,0.1,-0.1,86.52,,,0.179,,,0,,,,,,0.0235,0.00053,-0.00053,14.5,1.4,-1.4,2.9,1.1,-1.1,699.0,,,6314.00,115.00,-115.00,4.390,0.300,-0.300,,,,1.1300,0.4300,-0.4300,1.1300,0.1200,-0.1200,1.71,0.86,-0.86,Pinsonneault,Active,2013-10-25
2854914,K01113.02,19h27m54.28s,+38d03m18.3s,CANDIDATE,CANDIDATE,83.4421,0.0018,-0.0018,158.6965,0.0077,-0.0077,513,,,8.0853,,,,,,0.944,0.1,-0.1,88.24,,,0.389,,,0,,,,,,0.02566,0.00071,-0.00071,31.6,3,-3,3.1,1.2,-1.2,474.0,,,6314.00,115.00,-115.00,4.390,0.300,-0.300,,,,1.1300,0.4300,-0.4300,1.1300,0.1200,-0.1200,1.71,0.86,-0.86,Pinsonneault,Active,2013-10-25
3337425,K01114.01,19h20m32.38s,+38d24m15.2s,FALSE POSITIVE,FALSE POSITIVE,7.047134,9.7e-05,-9.7e-05,139.7954,0.0051,-0.0051,308,,,2.3794,,,,,,0.63,0.61,-0.61,88.24,,,0.07,,,0,,,,,,0.0168,0.0042,-0.0042,18.1,8.9,-8.9,1.9,1.1,-1.1,966.0,,,5720.00,106.00,-106.00,4.370,0.300,-0.300,,,,1.0300,0.5300,-0.5300,0.9100,0.1300,-0.1300,9.7,3,-3,Pinsonneault,Active,2013-10-25
3116412,K01115.01,19h25m41.66s,+38d12m59.7s,CANDIDATE,CANDIDATE,12.99178,0.00019,-0.00019,136.3237,0.0055,-0.0055,260,,,6.1004,,,,,,0.74,0.1,-0.1,86.52,,,0.105,,,0,,,,,,0.01596,0.00039,-0.00039,11.4,1.4,-1.4,2.13,0.75,-0.75,857.0,,,5685.00,96.00,-96.00,4.220,0.300,-0.300,,,,1.2300,0.4300,-0.4300,0.9100,0.1100,-0.1100,12.5,2.8,-2.8,Pinsonneault,Active,2013-10-25
1996679,K00147.01,19h05m57.77s,+37d29m23.9s,FALSE POSITIVE,FALSE POSITIVE,145.56306,0.00029,-0.00029,146.0555,0.0013,-0.0013,3594,,,5.459,,,,,,1.27,0.95,-0.95,89.38,,,0.555,,,0,,,,,,0.34,0.17,-0.17,81,40,-40,44,30,-30,398.0,,,6170.00,91.00,-91.00,4.320,0.300,-0.300,,,,1.1900,0.5600,-0.5600,1.0800,0.1400,-0.1400,4.1,1.2,-1.2,Pinsonneault,Active,2013-10-25
2849805,K01116.01,19h23m32.32s,+38d03m27.3s,CANDIDATE,CANDIDATE,3.749103,2.8e-05,-2.8e-05,135.1082,0.0024,-0.0024,181,,,1.7549,,,,,,0.79,0.5,-0.5,85.94,,,0.047,,,0,,,,,,0.0137,0.002,-0.002,10.4,5.1,-5.1,1.57,0.28,-0.28,1196.0,,,5746.00,50.00,-50.00,4.400,0.100,-0.100,,,,1.0500,0.1100,-0.1100,1.0110,0.0370,-0.0370,5.7,2.5,-2.5,SPC,Active,2013-10-25
3114811,K01117.01,19h24m07.66s,+38d12m43.1s,CANDIDATE,CANDIDATE,11.08942,0.00014,-0.00014,141.7643,0.0047,-0.0047,161,,,6.3607,,,,,,0.768,0.1,-0.1,84.8,,,0.107,,,0,,,,,,0.01278,0.00025,-0.00025,8.84,0.51,-0.51,2.2,0.32,-0.32,1084.0,,,6405.00,50.00,-50.00,4.160,0.100,-0.100,,,,1.5800,0.2300,-0.2300,1.3180,0.0780,-0.0780,2.54,0.55,-0.55,SPC,Active,2013-10-25
