kepid,kepoi_name,ra_str,dec_str,koi_pdisposition,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_vet_stat,koi_vet_date
7512982,K01480.01,19h06m58.05s,+43d11m24.4s,CANDIDATE,CANDIDATE,20.38164,0.00018,-0.00018,142.3172,0.0033,-0.0033,1488,,,3.9163,,,,,,0.52,0.1,-0.1,89.38,,,0.135,,,0,,,,,,0.0358,0.007,-0.007,35.7,7.2,-7.2,2.7,1,-1,511.0,,,5097.00,75.00,-75.00,4.650,0.300,-0.300,,,,0.7000,0.2300,-0.2300,0.7950,0.0400,-0.0400,0.7,3.8,-3.8,Pinsonneault,Active,2013-10-25
7512982,K01480.02,19h06m58.05s,+43d11m24.4s,CANDIDATE,CANDIDATE,7.00433,0.00021,-0.00021,137.907,0.011,-0.011,241,,,2.5753,,,,,,0.57,0.94,-0.94,88.24,,,0.066,,,0,,,,,,0.0145,0.0031,-0.0031,17.5,3.5,-3.5,1.1,0.43,-0.43,730.0,,,5097.00,75.00,-75.00,4.650,0.300,-0.300,,,,0.7000,0.2300,-0.2300,0.7950,0.0400,-0.0400,0.7,3.8,-3.8,Pinsonneault,Active,2013-10-25
9597806,K01481.01,19h42m18.54s,+46d15m17.1s,CANDIDATE,CANDIDATE,5.10137,4.7e-05,-4.7e-05,357.4816,0.0022,-0.0022,858,,,2.6206,,,,,,0.79,0.36,-0.36,85.37,,,0.059,,,0,,,,,,0.0298,0.0035,-0.0035,9.8,4.6,-4.6,3.2,1,-1,1013.0,,,5620.00,200.00,-200.00,4.470,0.300,-0.300,,,,0.9900,0.3000,-0.3000,1.0500,0.3000,-0.3000,,,,KIC,Active,2013-10-25
7812167,K01482.01,19h12m05.45s,+43d32m53.6s,FALSE POSITIVE,FALSE POSITIVE,17.794009,8.9e-05,-8.9e-05,365.3457,0.0029,-0.0029,1177,,,3.0548,,,,,,1.02,0.75,-0.75,84.8,,,0.137,,,0,,,,,,0.082,0.035,-0.035,11.3,5.3,-5.3,8.8,4.7,-4.7,712.0,,,6032.00,200.00,-200.00,4.490,0.300,-0.300,,,,0.9800,0.3000,-0.3000,1.0900,0.3000,-0.3000,,,,KIC,Active,2013-10-25
11760959,K01484.01,19h22m28.03s,+49d57m27.4s,CANDIDATE,CANDIDATE,3.470194,3.8e-05,-3.8e-05,356.1,0.0026,-0.0026,679,,,2.4037,,,,,,0.51,0.49,-0.49,87.09,,,0.042,,,0,,,,,,0.024,0.0025,-0.0025,9.8,4.8,-4.8,2.08,0.82,-0.82,912.0,,,4753.00,200.00,-200.00,4.560,0.300,-0.300,,,,0.7900,0.3000,-0.3000,0.8300,0.3000,-0.3000,,,,KIC,Active,2013-10-25
9692345,K01485.01,18h48m43.06s,+46d27m25.8s,FALSE POSITIVE,FALSE POSITIVE,0.6878956,1.1e-06,-1.1e-06,133.66325,0.00096,-0.00096,593,,,2.4988,,,,,,0.1,0.61,-0.61,87.66,,,0.013,,,0,,,,,,0.0217,0.0048,-0.0048,2.25,0.78,-0.78,1.42,0.31,-0.31,1340.0,,,4482.00,65.00,-65.00,4.680,0.300,-0.300,,,,0.5970,0.0130,-0.0130,0.6270,0.0160,-0.0160,13.7,3.8,-3.8,Pinsonneault,Active,2013-10-25
7898352,K01486.01,19h37m16.08s,+43d37m45.6s,CANDIDATE,CANDIDATE,127.28144,0.00039,-0.00039,163.8929,0.0015,-0.0015,8250,,,7.2053,,,,,,0.836,0.1,-0.1,89.38,,,0.499,,,0,,,,,,0.0962,0.0014,-0.0014,95.8,9.7,-9.7,9.7,4.1,-4.1,357.0,,,5952.00,111.00,-111.00,4.520,0.300,-0.300,,,,0.9200,0.3900,-0.3900,1.0210,0.0850,-0.0850,0.5,2.5,-2.5,Pinsonneault,Active,2013-10-25
11402995,K00173.01,19h27m37.69s,+49d15m43.4s,CANDIDATE,CANDIDATE,10.060791,5.8e-05,-5.8e-05,138.9677,0.0021,-0.0021,453,,,4.4787,,,,,,0.05,0.2,-0.2,89.95,,,0.091,,,0,,,,,,0.01934,0.00048,-0.00048,17.5,5.3,-5.3,2.48,0.31,-0.31,905.0,,,5706.00,50.00,-50.00,4.290,0.100,-0.100,,,,1.1800,0.1500,-0.1500,0.9780,0.0400,-0.0400,9.1,2,-2,SPC,Active,2013-10-25
11547505,K01655.01,18h58m55.55s,+49d31m59.5s,CANDIDATE,CANDIDATE,0.9384704,5.5e-06,-5.5e-06,135.59964,0.00078,-0.00078,220,,,1.3268,,,,,,0.63,0.16,-0.16,81.93,,,0.019,,,0,,,,,,0.01426,0.00046,-0.00046,4.4,1.9,-1.9,1.53,0.6,-0.6,1866.0,,,5885.00,87.00,-87.00,4.440,0.300,-0.300,,,,0.9800,0.3800,-0.3800,0.9720,0.0770,-0.0770,4.7,2.5,-2.5,Pinsonneault,Active,2013-10-25
4471747,K01656.01,19h34m30.22s,+39d30m22.7s,CANDIDATE,CANDIDATE,51.39,0.0021,-0.0021,145.32,0.012,-0.012,434,,,5.4233,,,,,,0.56,0.75,-0.75,89.38,,,0.274,,,0,,,,,,0.0197,0.0094,-0.0094,62,31,-31,2.2,1.4,-1.4,521.0,,,6076.00,119.00,-119.00,4.420,0.300,-0.300,,,,1.0400,0.4300,-0.4300,1.0400,0.1000,-0.1000,2.9,1.9,-1.9,Pinsonneault,Active,2013-10-25
5972334,K00191.01,19h41m08.94s,+41d13m19.0s,CANDIDATE,CANDIDATE,15.3587794,7.4e-06,-7.4e-06,132.3841,0.00017,-0.00017,14611,,,4.1921,,,,,,0.595,0.1,-0.1,88.81,,,0.118,,,0,,,,,,0.1152,0.00051,-0.00051,26.4,1.2,-1.2,11,5.7,-5.7,685.0,,,5696.00,104.00,-104.00,4.520,0.300,-0.300,,,,0.8800,0.4600,-0.4600,0.9300,0.1100,-0.1100,3.4,3.5,-3.5,Pinsonneault,Active,2013-10-25
4650733,K01659.01,19h21m58.36s,+39d47m07.9s,CANDIDATE,CANDIDATE,29.53838,0.00052,-0.00052,143.9231,0.0066,-0.0066,445,,,4.3261,,,,,,0.76,0.85,-0.85,88.81,,,0.2,,,0,,,,,,0.0211,0.0042,-0.0042,35,15,-15,2.7,1.1,-1.1,694.0,,,6530.00,140.00,-140.00,4.390,0.300,-0.300,,,,1.1600,0.4000,-0.4000,1.2200,0.1200,-0.1200,0.28,0.91,-0.91,Pinsonneault,Active,2013-10-25
4830605,K01660.01,19h20m57.85s,+39d58m04.8s,CANDIDATE,CANDIDATE,35.638,0.001,-0.001,164.1591,0.0095,-0.0095,457,,,4.6938,,,,,,0.44,0.67,-0.67,89.38,,,0.213,,,0,,,,,,0.0199,0.0056,-0.0056,53,25,-25,1.98,0.76,-0.76,543.0,,,5943.00,94.00,-94.00,4.530,0.300,-0.300,,,,0.9100,0.2400,-0.2400,1.0180,0.0500,-0.0500,0.3,2.7,-2.7,Pinsonneault,Active,2013-10-25
4832197,K01661.01,19h22m57.13s,+39d55m10.7s,FALSE POSITIVE,FALSE POSITIVE,0.94773233,3.7e-07,-3.7e-07,137.12916,0.00026,-0.00026,12336,,,1.8869,,,,,,1.43,0.94,-0.94,32.09,,,0.02,,,0,,,,,,0.54,0.26,-0.26,1.69,0.83,-0.83,86,48,-48,2386.0,,,6338.00,65.00,-65.00,4.190,0.300,-0.300,,,,1.4600,0.4200,-0.4200,1.2000,0.1200,-0.1200,3.65,0.66,-0.66,Pinsonneault,Active,2013-10-25
4844004,K01662.01,19h36m31.68s,+39d58m55.1s,CANDIDATE,CANDIDATE,0.7840262,7.9e-06,-7.9e-06,133.38416,0.0009,-0.0009,341,,,0.9039,,,,,,0.81,0.63,-0.63,79.07,,,0.016,,,0,,,,,,0.0195,0.0045,-0.0045,4.2,1.9,-1.9,1.63,0.53,-0.53,1641.0,,,5388.00,123.00,-123.00,4.610,0.300,-0.300,,,,0.7600,0.1800,-0.1800,0.8670,0.0430,-0.0430,0.6,3.7,-3.7,Pinsonneault,Active,2013-10-25
4932442,K01665.01,19h36m41.06s,+40d03m18.6s,CANDIDATE,CANDIDATE,6.9338,0.00015,-0.00015,137.0654,0.007,-0.007,114,,,4.5793,,,,,,0.803,0.1,-0.1,83.65,,,0.073,,,0,,,,,,0.01088,0.00046,-0.00046,7.2,1.3,-1.3,1.15,0.45,-0.45,985.0,,,6119.00,128.00,-128.00,4.490,0.300,-0.300,,,,0.9700,0.3800,-0.3800,1.0690,0.1000,-0.1000,0.3,1.9,-1.9,Pinsonneault,Active,2013-10-25
4932442,K01665.02,19h36m41.06s,+40d03m18.6s,CANDIDATE,CANDIDATE,5.91461,0.00018,-0.00018,137.125,0.01,-0.01,68,,,3.2063,,,,,,0.902,0.1,-0.1,81.93,,,0.065,,,0,,,,,,0.00902,0.00073,-0.00073,6.4,1.2,-1.2,0.96,0.38,-0.38,1044.0,,,6119.00,128.00,-128.00,4.490,0.300,-0.300,,,,0.9700,0.3800,-0.3800,1.0690,0.1000,-0.1000,0.3,1.9,-1.9,Pinsonneault,Active,2013-10-25
5183357,K01669.01,19h22m40.44s,+40d23m51.8s,CANDIDATE,CANDIDATE,61.039,0.0011,-0.0011,175.1682,0.0059,-0.0059,411,,,8.4774,,,,,,0.0304,0.1,-0.1,89.95,,,0.319,,,0,,,,,,0.01855,0.00039,-0.00039,56,3.4,-3.4,2.23,0.5,-0.5,523.0,,,6382.00,102.00,-102.00,4.420,0.300,-0.300,,,,1.1000,0.2500,-0.2500,1.1630,0.0700,-0.0700,0.5,0.61,-0.61,Pinsonneault,Active,2013-10-25
5269467,K01672.01,19h20m25.57s,+40d29m26.4s,CANDIDATE,CANDIDATE,33.86736,0.00047,-0.00047,137.5187,0.0053,-0.0053,912,,,3.629,,,,,,0.6,0.76,-0.76,89.38,,,0.176,,,0,,,,,,0.0285,0.0083,-0.0083,59,28,-28,1.89,0.55,-0.55,372.0,,,4539.00,64.00,-64.00,4.670,0.300,-0.300,,,,0.6080,0.0140,-0.0140,0.6370,0.0160,-0.0160,13.9,3.6,-3.6,Pinsonneault,Active,2013-10-25
5360920,K01675.01,19h25m20.93s,+40d33m29.5s,CANDIDATE,CANDIDATE,14.6243,0.00011,-0.00011,144.4489,0.0028,-0.0028,1201,,,1.7868,,,,,,1.05,0.84,-0.84,87.09,,,0.116,,,0,,,,,,0.097,0.048,-0.048,20.5,10,-10,9.1,5.5,-5.5,696.0,,,5782.00,93.00,-93.00,4.550,0.300,-0.300,,,,0.8600,0.3000,-0.3000,0.9700,0.0580,-0.0580,0.4,3.3,-3.3,Pinsonneault,Active,2013-10-25
5526717,K01677.01,19h18m43.04s,+40d42m01.7s,CANDIDATE,CANDIDATE,52.06986,0.00071,-0.00071,178.1478,0.0047,-0.0047,513,,,3.3594,,,,,,0.83,0.18,-0.18,89.38,,,0.269,,,0,,,,,,0.0235,0.0018,-0.0018,71,31,-31,2.18,0.47,-0.47,449.0,,,5724.00,67.00,-67.00,4.560,0.300,-0.300,,,,0.8500,0.1700,-0.1700,0.9560,0.0290,-0.0290,0.4,3.6,-3.6,Pinsonneault,Active,2013-10-25
5972334,K00191.02,19h41m08.94s,+41d13m19.0s,CANDIDATE,CANDIDATE,2.4183985,9.8e-06,-9.8e-06,132.5054,0.0011,-0.0011,664,,,2.0722,,,,,,0.556,0.1,-0.1,85.94,,,0.034,,,0,,,,,,0.02426,0.00036,-0.00036,7.7,0.35,-0.35,2.3,1.2,-1.2,1277.0,,,5696.00,104.00,-104.00,4.520,0.300,-0.300,,,,0.8800,0.4600,-0.4600,0.9300,0.1100,-0.1100,3.4,3.5,-3.5,Pinsonneault,Active,2013-10-25
5526717,K01677.02,19h18m43.04s,+40d42m01.7s,CANDIDATE,CANDIDATE,8.5117,0.00026,-0.00026,131.756,0.011,-0.011,91,,,2.9015,,,,,,0.36,0.45,-0.45,88.81,,,0.08,,,0,,,,,,0.00871,0.00082,-0.00082,21.1,9.2,-9.2,0.81,0.18,-0.18,823.0,,,5724.00,67.00,-67.00,4.560,0.300,-0.300,,,,0.8500,0.1700,-0.1700,0.9560,0.0290,-0.0290,0.4,3.6,-3.6,Pinsonneault,Active,2013-10-25
5530882,K01680.01,19h23m41.56s,+40d46m15.7s,FALSE POSITIVE,FALSE POSITIVE,5.082554,3.2e-05,-3.2e-05,132.955,0.0041,-0.0041,101,,,2.9061,,,,,,0.36,0.83,-0.83,88.24,,,0.057,,,0,,,,,,0.0093,0.0046,-0.0046,13.4,6.7,-6.7,0.86,0.81,-0.81,970.0,,,5706.00,86.00,-86.00,4.560,0.300,-0.300,,,,0.8500,0.6800,-0.6800,0.9500,0.1700,-0.1700,0.5,3.7,-3.7,Pinsonneault,Active,2013-10-25
5531953,K01681.01,19h25m08.40s,+40d43m48.2s,CANDIDATE,CANDIDATE,6.939196,6.9e-05,-6.9e-05,138.3333,0.0035,-0.0035,586,,,2.144,,,,,,0.23,0.45,-0.45,89.38,,,0.057,,,0,,,,,,0.023,0.0044,-0.0044,24.6,8.1,-8.1,1.26,0.25,-0.25,510.0,,,3891.00,200.00,-200.00,4.750,0.300,-0.300,,,,0.5030,0.0240,-0.0240,0.5210,0.0340,-0.0340,13.8,3.5,-3.5,Pinsonneault,Active,2013-10-25
6034945,K01683.01,19h17m32.04s,+41d23m33.7s,CANDIDATE,CANDIDATE,9.11513,0.00011,-0.00011,133.969,0.0044,-0.0044,307,,,4.5734,,,,,,0.46,0.25,-0.25,88.24,,,0.085,,,0,,,,,,0.01637,0.0007,-0.0007,13.8,6.8,-6.8,1.8,0.62,-0.62,900.0,,,5919.00,105.00,-105.00,4.420,0.300,-0.300,,,,1.0100,0.3500,-0.3500,0.9810,0.0690,-0.0690,5,2.6,-2.6,Pinsonneault,Active,2013-10-25
6048024,K01684.01,19h34m08.28s,+41d19m47.6s,CANDIDATE,CANDIDATE,62.81557,0.00018,-0.00018,151.4776,0.0011,-0.0011,1640,,,2.5694,,,,,,0.99,0.12,-0.12,89.38,,,0.326,,,0,,,,,,0.061,0.017,-0.017,72,20,-20,7.3,2.6,-2.6,516.0,,,6387.00,81.00,-81.00,4.430,0.300,-0.300,,,,1.0900,0.2300,-0.2300,1.1680,0.0600,-0.0600,0.25,0.7,-0.7,Pinsonneault,Active,2013-10-25
6049190,K01685.01,19h35m31.17s,+41d23m37.8s,CANDIDATE,CANDIDATE,70.4654,0.001,-0.001,189.1697,0.0053,-0.0053,915,,,6.8268,,,,,,0.69,0.31,-0.31,89.38,,,0.354,,,0,,,,,,0.0295,0.0018,-0.0018,60,27,-27,3.6,1.5,-1.5,506.0,,,6450.00,136.00,-136.00,4.420,0.300,-0.300,,,,1.1200,0.4600,-0.4600,1.1900,0.1300,-0.1300,0.24,0.88,-0.88,Pinsonneault,Active,2013-10-25
6149553,K01686.01,19h54m01.74s,+41d28m44.6s,CANDIDATE,CANDIDATE,56.8672,0.0021,-0.0021,157.262,0.013,-0.013,631,,,4.2265,,,,,,0.72,0.33,-0.33,89.38,,,0.231,,,0,,,,,,0.0247,0.0088,-0.0088,75,36,-36,1.33,0.47,-0.47,246.0,,,3815.00,200.00,-200.00,4.760,0.300,-0.300,,,,0.4940,0.0220,-0.0220,0.5080,0.0330,-0.0330,13.9,3.5,-3.5,Pinsonneault,Active,2013-10-25
3231341,K01102.03,19h21m39.18s,+38d20m37.5s,CANDIDATE,CANDIDATE,18.99835,0.00024,-0.00024,144.7456,0.0064,-0.0064,445,,,3.8953,,,,,,0.961,0.1,-0.1,85.94,,,0.14,,,0,,,,,,0.0248,0.0011,-0.0011,13.3,0.75,-0.75,3,2,-2,754.0,,,6043.00,115.00,-115.00,4.350,0.300,-0.300,,,,1.1200,0.7500,-0.7500,1.0200,0.1900,-0.1900,5.2,2,-2,Pinsonneault,Active,2013-10-25
3231341,K01102.04,19h21m39.18s,+38d20m37.5s,CANDIDATE,CANDIDATE,4.244363,6.4e-05,-6.4e-05,137.0682,0.0064,-0.0064,163,,,3.1626,,,,,,0.899,0.1,-0.1,79.64,,,0.052,,,0,,,,,,0.01374,0.00068,-0.00068,4.9,0.27,-0.27,1.7,1.1,-1.1,1237.0,,,6043.00,115.00,-115.00,4.350,0.300,-0.300,,,,1.1200,0.7500,-0.7500,1.0200,0.1900,-0.1900,5.2,2,-2,Pinsonneault,Active,2013-10-25
2860866,K01103.01,19h32m53.74s,+38d02m00.9s,CANDIDATE,CANDIDATE,90.1386,0.0018,-0.0018,356.1924,0.0045,-0.0045,2740,,,12.2481,,,,,,0.834,0.1,-0.1,88.81,,,0.408,,,0,,,,,,0.05405,0.00062,-0.00062,36.2,1.4,-1.4,5.8,1.8,-1.8,432.0,,,6288.00,200.00,-200.00,4.500,0.300,-0.300,,,,0.9900,0.3000,-0.3000,1.1200,0.3000,-0.3000,,,,KIC,Active,2013-10-25
2851100,K01104.01,19h24m40.96s,+38d00m30.9s,FALSE POSITIVE,FALSE POSITIVE,0.8901087,7e-06,-7e-06,133.26388,0.00072,-0.00072,504,,,0.7089,,,,,,0.65,0.93,-0.93,84.8,,,0.016,,,0,,,,,,0.0221,0.0068,-0.0068,7.57,0.23,-0.23,1.49,0.46,-0.46,1287.0,,,4696.00,65.00,-65.00,4.700,0.300,-0.300,,,,0.6180,0.0160,-0.0160,0.7010,0.0170,-0.0170,0.9,3.7,-3.7,Pinsonneault,Active,2013-10-25
3130300,K01105.01,19h38m06.14s,+38d12m16.7s,FALSE POSITIVE,FALSE POSITIVE,5.765698,2.2e-05,-2.2e-05,133.3143,0.0024,-0.0024,421,,,2.8122,,,,,,0.04,0.77,-0.77,89.95,,,0.066,,,0,,,,,,0.0182,0.007,-0.007,15.9,7.2,-7.2,2.1,1.1,-1.1,1105.0,,,6282.00,94.00,-94.00,4.450,0.300,-0.300,,,,1.0500,0.3700,-0.3700,1.1320,0.0990,-0.0990,0.2,1.2,-1.2,Pinsonneault,Active,2013-10-25
3240158,K01106.01,19h30m51.15s,+38d21m29.6s,CANDIDATE,CANDIDATE,7.425992,4.8e-05,-4.8e-05,139.9072,0.003,-0.003,549,,,4.0084,,,,,,0.64,0.11,-0.11,86.52,,,0.077,,,0,,,,,,0.02269,0.00067,-0.00067,11.3,4,-4,2.5,1.3,-1.3,996.0,,,6215.00,107.00,-107.00,4.470,0.300,-0.300,,,,1.0200,0.5300,-0.5300,1.1000,0.1300,-0.1300,0.3,1.2,-1.2,Pinsonneault,Active,2013-10-25
3240158,K01106.02,19h30m51.15s,+38d21m29.6s,CANDIDATE,CANDIDATE,15.98467,0.0002,-0.0002,137.6611,0.0059,-0.0059,425,,,5.2164,,,,,,0.63,0.11,-0.11,88.24,,,0.128,,,0,,,,,,0.01994,0.00072,-0.00072,18.8,6.7,-6.7,2.2,1.1,-1.1,773.0,,,6215.00,107.00,-107.00,4.470,0.300,-0.300,,,,1.0200,0.5300,-0.5300,1.1000,0.1300,-0.1300,0.3,1.2,-1.2,Pinsonneault,Active,2013-10-25
3228959,K01107.01,19h19m11.09s,+38d21m04.3s,FALSE POSITIVE,FALSE POSITIVE,0.7309,0.002,-0.002,133.685,0.021,-0.021,223,,,2.8862,,,,,,1.3831,0.1,-0.1,57.3,,,0.016,,,0,,,,,,1.25,0.27,-0.27,2.5758,0.007,-0.007,124,72,-72,1970.0,,,5926.00,109.00,-109.00,4.530,0.300,-0.300,,,,0.9100,0.4900,-0.4900,1.0100,0.1100,-0.1100,0.3,2.7,-2.7,Pinsonneault,Active,2013-10-25
3218908,K01108.01,19h05m57.70s,+38d22m29.7s,CANDIDATE,CANDIDATE,18.92532,0.00012,-0.00012,149.4945,0.0031,-0.0031,677,,,3.9677,,,,,,0.826,0.1,-0.1,87.66,,,0.135,,,0,,,,,,0.0269,0.001,-0.001,22.2,8.9,-8.9,2.4,1.1,-1.1,598.0,,,5552.00,71.00,-71.00,4.580,0.300,-0.300,,,,0.8100,0.3700,-0.3700,0.9100,0.0630,-0.0630,0.5,3.8,-3.8,Pinsonneault,Active,2013-10-25
9048161,K00146.01,19h57m35.93s,+45d18m57.8s,FALSE POSITIVE,FALSE POSITIVE,8.6678241,5.1e-06,-5.1e-06,137.3408,0.00042,-0.00042,2649,,,4.194,,,,,,0.98,0.14,-0.14,80.79,,,0.092,,,0,,,,,,0.0792,0.0057,-0.0057,6.08,0.4,-0.4,18.1,5.6,-5.6,1326.0,,,6302.00,114.00,-114.00,3.930,0.300,-0.300,,,,2.0900,0.6300,-0.6300,1.3700,0.1600,-0.1600,3.08,0.83,-0.83,Pinsonneault,Active,2013-10-25
3218908,K01108.02,19h05m57.70s,+38d22m29.7s,CANDIDATE,CANDIDATE,1.475316,1.3e-05,-1.3e-05,131.8356,0.0025,-0.0025,145,,,2.3363,,,,,,0.58,0.16,-0.16,81.93,,,0.025,,,0,,,,,,0.01144,0.00052,-0.00052,4.1,1.6,-1.6,1.01,0.46,-0.46,1390.0,,,5552.00,71.00,-71.00,4.580,0.300,-0.300,,,,0.8100,0.3700,-0.3700,0.9100,0.0630,-0.0630,0.5,3.8,-3.8,Pinsonneault,Active,2013-10-25
3218908,K01108.03,19h05m57.70s,+38d22m29.7s,FALSE POSITIVE,FALSE POSITIVE,4.152386,4e-05,-4e-05,134.5916,0.0041,-0.0041,207,,,2.8715,,,,,,0.71,0.1,-0.1,84.8,,,0.049,,,0,,,,,,0.0141,0.00067,-0.00067,8.1,3.2,-3.2,1.24,0.57,-0.57,993.0,,,5552.00,71.00,-71.00,4.580,0.300,-0.300,,,,0.8100,0.3700,-0.3700,0.9100,0.0630,-0.0630,0.5,3.8,-3.8,Pinsonneault,Active,2013-10-25
3235672,K01109.01,19h26m25.66s,+38d20m53.0s,FALSE POSITIVE,FALSE POSITIVE,6.72108,0.00043,-0.00043,134.778,0.024,-0.024,93,,,7.4645,,,,,,0.824,0.1,-0.1,78.5,,,0.064,,,0,,,,,,0.01,0.001,-0.001,4.1,1.9,-1.9,0.9,1.2,-1.2,832.0,,,5255.00,91.00,-91.00,4.500,0.300,-0.300,,,,0.8000,1.1000,-1.1000,0.7800,0.2700,-0.2700,13.9,3.3,-3.3,Pinsonneault,Active,2013-10-25
2837111,K01110.01,19h09m46.58s,+38d05m18.3s,CANDIDATE,CANDIDATE,8.73477,0.00015,-0.00015,135.0856,0.0063,-0.0063,279,,,4.4921,,,,,,0.02,0.67,-0.67,89.95,,,0.083,,,0,,,,,,0.016,0.001,-0.001,15.1,5.7,-5.7,1.62,0.9,-0.9,876.0,,,5945.00,110.00,-110.00,4.510,0.300,-0.300,,,,0.9300,0.5100,-0.5100,1.0200,0.1200,-0.1200,0.9,2.6,-2.6,Pinsonneault,Active,2013-10-25
3120276,K01111.01,19h29m06.97s,+38d17m04.3s,FALSE POSITIVE,FALSE POSITIVE,10.26551,0.0002,-0.0002,136.4956,0.0071,-0.0071,396,,,3.6284,,,,,,0.21,0.67,-0.67,89.38,,,0.091,,,0,,,,,,0.0181,0.0032,-0.0032,21.6,9,-9,1.65,0.73,-0.73,760.0,,,5674.00,99.00,,4.570,0.300,-0.300,,,,0.8400,0.3400,-0.3400,0.9450,0.0670,-0.0670,0.4,3.8,-3.8,Pinsonneault,Active,2013-10-25
10975146,K01300.01,19h26m22.58s,+48d26m44.2s,CANDIDATE,CANDIDATE,0.6313298,2.3e-06,-2.3e-06,133.94464,0.00031,-0.00031,450,,,1.0875,,,,,,0.45,0.27,-0.27,83.65,,,0.012,,,0,,,,,,0.0197,0.00085,-0.00085,4.1,1.1,-1.1,1.34,0.07,-0.07,1461.0,,,4602.00,71.00,-71.00,4.660,0.300,-0.300,,,,0.6220,0.0170,-0.0170,0.6500,0.0180,-0.0180,13.9,3.8,-3.8,Pinsonneault,Active,2013-10-25
10538176,K01301.01,19h32m35.16s,+47d43m46.7s,CANDIDATE,CANDIDATE,12.69906,0.00014,-0.00014,184.9882,0.0042,-0.0042,833,,,2.6741,,,,,,0.716,0.1,-0.1,88.24,,,0.104,,,0,,,,,,0.0285,0.001,-0.001,26.8,3.1,-3.1,2.54,0.77,-0.77,692.0,,,5603.00,87.00,-87.00,4.580,0.300,-0.300,,,,0.8200,0.2400,-0.2400,0.9230,0.0420,-0.0420,0.5,4.1,-4.1,Pinsonneault,Active,2013-10-25
10538176,K01301.02,19h32m35.16s,+47d43m46.7s,CANDIDATE,CANDIDATE,37.51391,0.00079,-0.00079,189.3047,0.0082,-0.0082,841,,,5.327,,,,,,0.0296,0.1,-0.1,89.95,,,0.214,,,0,,,,,,0.02629,0.00091,-0.00091,55.2,6.4,-6.4,2.34,0.71,-0.71,483.0,,,5603.00,87.00,-87.00,4.580,0.300,-0.300,,,,0.8200,0.2400,-0.2400,0.9230,0.0420,-0.0420,0.5,4.1,-4.1,Pinsonneault,Active,2013-10-25
10724369,K01302.01,19h16m20.08s,+48d01m05.3s,CANDIDATE,CANDIDATE,55.63765,0.00056,-0.00056,187.5588,0.0036,-0.0036,863,,,6.9979,,,,,,0.41,0.4,-0.4,89.38,,,0.286,,,0,,,,,,0.0272,0.0015,-0.0015,57,21,-21,2.7,1.6,-1.6,463.0,,,5908.00,123.00,-123.00,4.530,0.300,-0.300,,,,0.9000,0.5200,-0.5200,1.0100,0.1300,-0.1300,0.4,2.9,-2.9,Pinsonneault,Active,2013-10-25
6541920,K00157.04,19h48m27.63s,+41d54m32.9s,CANDIDATE,CONFIRMED,46.68641,0.00019,-0.00019,225.0355,0.0024,-0.0024,518,,,6.4484,,,,,,0.31,0.15,-0.15,89.38,,,0.252,,,0,,,,,,0.02104,0.00031,-0.00031,53.7,8.4,-8.4,2.43,0.44,-0.44,514.0,,,5685.00,100.00,-100.00,4.380,0.200,-0.200,,,,1.0600,0.1900,-0.1900,0.9840,0.0570,-0.0570,7.2,3.3,-3.3,SME,Active,2013-10-25
10867062,K01303.01,19h36m55.22s,+48d12m16.1s,CANDIDATE,CANDIDATE,34.29834,0.00058,-0.00058,143.661,0.0062,-0.0062,786,,,19.1942,,,,,,0.666,0.1,-0.1,86.52,,,0.2,,,0,,,,,,0.02696,0.00032,-0.00032,10.7,4.4,-4.4,4.28,0.97,-0.97,654.0,,,5499.00,91.00,-91.00,4.070,0.300,-0.300,,,,1.4600,0.3300,-0.3300,0.9000,0.1100,-0.1100,14,3,-3,Pinsonneault,Active,2013-10-25
10744335,K01304.01,19h46m27.57s,+48d04m57.5s,CANDIDATE,CANDIDATE,4.59731,0.00011,-0.00011,136.4769,0.0073,-0.0073,280,,,2.9046,,,,,,0.33,0.6,-0.6,88.24,,,0.055,,,0,,,,,,0.0153,0.0014,-0.0014,11.6,3.9,-3.9,1.55,0.57,-0.57,1081.0,,,5973.00,130.00,-130.00,4.520,0.300,-0.300,,,,0.9300,0.3300,-0.3300,1.0290,0.0770,-0.0770,0.3,2.6,-2.6,Pinsonneault,Active,2013-10-25
