ra_str,dec_str,koi_disposition,koi_period,koi_time0bk,koi_depth,koi_duration,koi_ingress,koi_impact,koi_incl,koi_sma,koi_eccen,koi_ror,koi_dor,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage,koi_sparprov,koi_vet_date
19h53m58.68s,+40d44m01.0s,FALSE POSITIVE,0.86775,132.14752,302.5,1.99,0.042,0.5,80,0.0183457,0,0.0164,3,1.98,2129,NA,NA,1.105,NA,NA,,9/5/13
18h46m58.70s,+44d10m10.7s,FALSE POSITIVE,0.8411211,132.16449,6126,1.02,0.1,0.6,84,0.0158525,0,0.075,5.7,6.2,1557,NA,NA,0.759,NA,NA,,7/31/13
19h48m48.85s,+41d13m44.1s,FALSE POSITIVE,0.82833257,132.1655604,1876.48,1.5,0.0566587,0.1,88.69,0.0173568,0,0.038862382,4.36225894,4.93626,1876.1,NA,NA,1.164,NA,NA,,7/31/13
19h48m50.87s,+47d01m40.1s,FALSE POSITIVE,2.286167,133.5267,167.1,5.2,0.06,0,86,0.0344458,0,0.012,3,1.2,1389,NA,NA,0.942,NA,NA,,9/5/13
19h40m38.88s,+46d45m45.8s,FALSE POSITIVE,1.332558,132.047,121,4.8,0.05,0,90,0.0243273,0,0.0101,2.2,1.18,1812,NA,NA,1.075,NA,NA,,9/5/13
18h44m58.34s,+42d15m17.7s,FALSE POSITIVE,0.9386561,131.73854,228,1,0.24,0.969,64,0.0185936,0,0.0184,2.2,2.06,1937,NA,NA,1.028,NA,NA,,7/31/13
19h47m58.57s,+41d07m46.1s,FALSE POSITIVE,0.8492734,132.1759,428,1.474,0.38,0.962,51.8,0.0176429,0,0.0251,1.56,2.29,1680.2,NA,NA,0.839,NA,NA,,7/31/13
19h54m18.47s,+40d29m25.4s,FALSE POSITIVE,2.3990997,133.054,2776,2.44,0.15,0.5,86,0.0350803,0,0.049,7,5.4,1361.4,NA,NA,1,NA,NA,,7/31/13
19h54m12.62s,+47d14m50.3s,FALSE POSITIVE,5.140855,135.0136,84.7,11.7,0.1,0,87,0.0563497,0,0.0084,3,0.9,1054,NA,NA,0.988,NA,NA,,7/31/13
19h48m31.73s,+46d15m23.4s,FALSE POSITIVE,3.556607,133.5356,163,6.8,0.08,0,88,0.0446757,0,0.012,4,1.3,1227,NA,NA,1.021,NA,NA,,9/5/13
19h32m23.01s,+47d59m47.7s,FALSE POSITIVE,9.608488,137.7428,688,2.86,0.1,0,89,0.0907047,0,0.024,25,2.2,823.6,NA,NA,0.838,NA,NA,,9/12/13
19h58m34.77s,+40d41m26.2s,FALSE POSITIVE,2.384077787,133.4181298,417952,2,0.71786,0.1,89.59,0.0349337,0,0.553736357,14.1197744,60.4252,1364.3,NA,NA,1,NA,NA,,7/31/13
19h18m51.13s,+47d20m36.6s,FALSE POSITIVE,1.1039643,131.584636,58223,0.739,0.3,0.75,86.36,0.020909,0,0.281,11.84,30.7,1763.4,NA,NA,1,NA,NA,,7/31/13
19h48m25.96s,+42d45m10.5s,FALSE POSITIVE,0.752153,131.79875,14598,0.87,0.12,0.52,85.5,0.0174082,0,0.115,6.6,28.1,2765.8,NA,NA,2.235,NA,NA,,7/31/13
19h43m19.22s,+45d47m23.4s,FALSE POSITIVE,3.796433,135.1598,2793,7.832,3.53,0.9531,57.2,0.0485981,0,0.0647,1.757,6.18,1100.3,NA,NA,0.875,NA,NA,,7/31/13
19h43m28.67s,+39d09m31.7s,FALSE POSITIVE,17.747678,139.34783,669,2.95,0.07,0,90,0.188207,0,0.0242,47,12.2,1965,NA,NA,4.616,NA,NA,,7/31/13
19h21m43.22s,+51d16m17.6s,FALSE POSITIVE,3.5396392,132.77282,1213,1.513,0.74,0.971,81.86,0.0490651,0,0.0445,6.86,7.91,1730.1,NA,NA,1.628,NA,NA,,7/31/13
19h46m32.87s,+40d22m01.1s,FALSE POSITIVE,6.1958345,134.23622,3316,2.417,0.587,0.893,85.47,0.0656417,0,0.0632,11.31,5.62,838,NA,NA,0.814,NA,NA,,9/12/13
19h35m04.28s,+46d14m15.3s,FALSE POSITIVE,1.2194676,131.85208,26163,3.1,1.6,1,64.3,0.0223026,0,0.26,2.307,28,1542.5,NA,NA,0.987,NA,NA,,7/31/13
19h44m14.12s,+39d36m48.9s,FALSE POSITIVE,2.1123821,132.97852,530,1.47,0.17,0.9,80,0.03141,0,0.0253,5.4,2.26,1263,NA,NA,0.819,NA,NA,,9/5/13
19h35m22.16s,+49d39m43.4s,FALSE POSITIVE,1.8710331,132.6754,765,1.827,1.5,0.988,67.6,0.0306493,0,0.042,2.59,4.4,1514.2,NA,NA,0.955,NA,NA,,7/31/13
19h58m02.60s,+40d28m28.4s,FALSE POSITIVE,1.2415082,132.08976,195,1.15,0.11,0.92,75,0.0230896,0,0.0155,3.5,1.83,1856,NA,NA,1.083,NA,NA,,9/12/13
19h59m07.70s,+44d11m59.3s,FALSE POSITIVE,0.9552798,132.18418,570,1.303,0.16,0.9,71,0.0179212,0,0.0264,2.8,2.32,1597,NA,NA,0.807,NA,NA,,7/31/13
19h31m03.68s,+47d30m44.2s,FALSE POSITIVE,0.9337788,131.5051,46.1,3.2,0.02,0,89,0.0230272,0,0.0063,2.3,2.3,3732,NA,NA,3.389,NA,NA,,9/5/13
19h50m23.87s,+40d33m32.4s,FALSE POSITIVE,12.42436,134.027,85.3,17.6,0.1,0,88,0.0986971,0,0.0083,5,0.87,750,NA,NA,0.952,NA,NA,,9/5/13
19h46m12.39s,+40d42m46.0s,FALSE POSITIVE,1.2045417,131.9309,118,1.56,1.1,0.994,40,0.0214962,0,0.018,1.3,3.2,2049,NA,NA,1.666,NA,NA,,7/31/13
18h52m12.65s,+41d51m35.0s,FALSE POSITIVE,2.158364,131.9107,282,3.5,1.3,0.979,44.4,0.0310366,0,0.0218,1.372,1.79,1158,NA,NA,0.751,NA,NA,,9/5/13
19h19m13.02s,+38d22m14.6s,FALSE POSITIVE,0.7309707,132.2091,187,1.23,2,0.998,18.6,0.0157267,0,0.025,1.053,2.3,1887,NA,NA,0.863,NA,NA,,9/5/13
19h04m25.67s,+38d06m27.5s,FALSE POSITIVE,0.6870012,131.6595,422,1.39,0.05,0.7,75,0.0152406,0,0.0202,2.8,2.2,2065.5,NA,NA,1,NA,NA,,9/12/13
19h52m12.31s,+43d09m53.7s,FALSE POSITIVE,1.3242643,131.5026,69.1,1.78,0.015,0.3,87,0.0252237,0,0.0077,5,1.17,2128,NA,NA,1.381,NA,NA,,7/31/13
18h46m18.17s,+43d04m05.2s,FALSE POSITIVE,0.7806418,132.18224,224,0.794,0.07,0.91,74,0.0178501,0,0.0169,3.4,4.5,2779,NA,NA,2.432,NA,NA,,7/31/13
19h42m27.82s,+39d11m48.2s,FALSE POSITIVE,6.282057,131.5881,874,6.938,2.281,0.9617,68.57,0.0735066,0,0.03427,2.632,6.298,1400,NA,NA,1.684,NA,NA,,9/12/13
19h27m56.20s,+38d05m18.1s,FALSE POSITIVE,0.974304,132.39388,5351,1.254,0.308,0.866,76.9,0.0191704,0,0.0787,3.82,6.72,1540.1,NA,NA,0.782,NA,NA,,7/31/13
19h29m45.43s,+45d57m08.5s,FALSE POSITIVE,5.552689,132.0747,178.5,3.074,0.03416,0,90,0.0630548,0,0.01124,13.95,180.1,7021,NA,NA,146.902,NA,NA,,7/31/13
19h53m07.98s,+45d07m51.4s,FALSE POSITIVE,2.3474481,133.67753,5469,5.744,1.199,0.8385,66.57,0.0341604,0,0.07681,2.109,9.539,1497,NA,NA,1.138,NA,NA,,9/5/13
19h43m09.15s,+42d50m46.9s,FALSE POSITIVE,0.8907666,131.86344,114086,1.784,0.438,0.2,87.7,0.018122,0,0.3112,4.94,33.95,1894.2,NA,NA,1,NA,NA,,7/31/13
19h52m34.80s,+40d41m53.1s,FALSE POSITIVE,1.6736818,131.66696,318,1.48,0.06,0.77,82,0.0292133,0,0.0179,5.8,2.2,1765,NA,NA,1.125,NA,NA,,7/31/13
19h16m41.44s,+50d37m50.0s,FALSE POSITIVE,5.93755,135.901,34644,4.88,1.59,0.768,84.77,0.0641853,0,0.1888,8.43,20.6,1006.5,NA,NA,1,NA,NA,,7/31/13
19h46m52.05s,+41d30m17.9s,FALSE POSITIVE,3.89056,132.6758,632,3.57,0.09,0.4,87,0.0467257,0,0.023,8,2.4,1119,NA,NA,0.936,NA,NA,,7/31/13
19h27m43.11s,+39d04m01.6s,FALSE POSITIVE,370.212,296.27,3577,42.1,2.4,0.3,89.8,0.96154,0,0.0543,68,4.52,211,NA,NA,0.762,NA,NA,,7/31/13
19h37m16.89s,+45d30m04.6s,FALSE POSITIVE,1.3067121,132.5359,598,3.44,0.07,0,90,0.0213992,0,0.021,3,1.9,1224.9,NA,NA,0.822,NA,NA,,7/31/13
19h37m24.47s,+38d36m16.9s,FALSE POSITIVE,0.7967915,132.20292,16480,2.56,0.3,0.31,83,0.0168239,0,0.118,2.55,12.88,1965.9,NA,NA,1,NA,NA,,7/31/13
19h20m37.10s,+50d15m34.9s,FALSE POSITIVE,359.0218,393.9195,1064,10.5,0.3,0,90,1.03848,0,0.03,268,3.5,287,NA,NA,1.085,NA,NA,,9/5/13
19h19m02.67s,+38d21m12.7s,FALSE POSITIVE,0.7309737,132.2082,163,1.65,0.05,0.7,71,0.0152856,0,0.0127,2.3,1.09,1733,NA,NA,0.787,NA,NA,,9/5/13
19h24m53.56s,+37d46m53.6s,FALSE POSITIVE,0.5528586,131.73725,122,0.99,0.04,0.87,67,0.013804,0,0.0119,2.3,3.3,3053,NA,NA,2.543,NA,NA,,7/31/13
19h55m35.89s,+43d23m44.3s,FALSE POSITIVE,0.7583781,131.86006,15619,2.148,0.22,0,90,0.0176359,0,0.1159,3.01,20.8,2947.6,NA,NA,1.645,NA,NA,,7/31/13
19h21m32.93s,+37d28m41.4s,FALSE POSITIVE,3.435301,132.6329,208,2.71,0.04,0,89,0.0453428,0,0.013,10,1.5,1300,NA,NA,1.055,NA,NA,,7/31/13
19h50m52.89s,+40d39m00.7s,FALSE POSITIVE,0.9628341,132.2023,56.2,2.9,0.02,0,90,0.0211385,0,0.0069,2.5,1.36,2667,NA,NA,1.801,NA,NA,,9/5/13
19h56m09.70s,+46d40m13.3s,FALSE POSITIVE,1.0820096,132.5755,211,3.6,0.07,0.6,73,0.0184858,0,0.0136,1.9,1.06,1355,NA,NA,0.712,NA,NA,,9/5/13
19h21m24.37s,+37d56m54.9s,FALSE POSITIVE,1.891329,132.655,71.5,5,0.04,0,89,0.0299155,0,0.0077,3,1.1,1708,NA,NA,1.278,NA,NA,,9/5/13
19h17m23.67s,+50d28m58.3s,FALSE POSITIVE,2.7238554,133.57628,3740,1.34,0.16,0.74,86.4,0.0322288,0,0.0614,11.8,3.83,809,NA,NA,0.571,NA,NA,,7/31/13
19h00m19.23s,+39d11m02.0s,FALSE POSITIVE,0.635441,131.96498,41943,1.022,0.8,0.9,78,0.0144682,0,0.3,4.3,31,2119.9,NA,NA,1,NA,NA,,9/12/13
19h21m53.81s,+38d25m38.5s,FALSE POSITIVE,1.873453736,131.7698194,476874,3,0.252511,0.1,88.89,0.0306946,0,0.090983521,5.18285644,12.5395,1619.3,NA,NA,1.263,NA,NA,,7/31/13
19h21m54.51s,+38d25m36.9s,FALSE POSITIVE,1.873441,131.7863,1344,3.202,0.1,0,90,0.0389898,0,0.0326,4.6,37.2,3562,NA,NA,10.453,NA,NA,,9/12/13
19h41m28.59s,+40d47m13.6s,FALSE POSITIVE,7.500227,137.3875,462,2.65,0.36,0.92,84.6,0.0744882,0,0.0239,9.7,2.28,878,NA,NA,0.874,NA,NA,,7/31/13
19h54m18.76s,+40d40m31.7s,FALSE POSITIVE,2.9918761,134.176,1084,5.229,0.991,0.9173,64.21,0.0401076,0,0.03642,2.109,3.764,1251,NA,NA,0.947,NA,NA,,9/12/13
19h59m16.01s,+45d19m58.2s,FALSE POSITIVE,1.3275374,131.55141,5931,3.41,1.7,1,50.9,0.0232418,0,0.133,1.587,13.6,1410.5,NA,NA,0.935,NA,NA,,7/31/13
19h36m25.76s,+46d12m34.1s,FALSE POSITIVE,1.24715894,132.36468,33967,2.301,0.354,0.3,86.3,0.02553,0,0.1651,4.66,179.6,4004.7,NA,NA,9.968,NA,NA,,7/31/13
18h55m09.50s,+47d48m23.2s,FALSE POSITIVE,2.696371,132.9928,186.6,3.58,0.04,0,90,0.0352284,0,0.0123,6,1.17,1174,NA,NA,0.873,NA,NA,,9/5/13
19h53m50.01s,+40d23m30.9s,FALSE POSITIVE,2.553934,131.944,752,4.3,2.14,1,47,0.036635,0,0.05,1.46,3.7,1087.6,NA,NA,0.677,NA,NA,,7/31/13
19h58m05.37s,+40d36m40.5s,FALSE POSITIVE,8.567725,136.0504,732,3.23,0.08,0,90,0.08429,0,0.025,21,2.9,966,NA,NA,1.055,NA,NA,,7/31/13
19h15m38.19s,+44d35m30.6s,FALSE POSITIVE,1.0619409,131.7229,452,1.729,0.9,0.982,48.6,0.0173328,0,0.031,1.48,1.99,1135,NA,NA,0.585,NA,NA,,9/5/13
19h30m46.42s,+46d47m38.0s,FALSE POSITIVE,2.4065466,133.7414,393,1.96,0.07,0.7,84,0.0357565,0,0.019,7,2,1378,NA,NA,0.953,NA,NA,,7/31/13
19h50m54.07s,+40d38m26.8s,FALSE POSITIVE,12.42604,133.915,58.9,16.29,0.11,0,90,0.124651,0,0.0071,6,2.1,1385,NA,NA,2.768,NA,NA,,9/5/13
19h11m41.55s,+40d31m02.2s,FALSE POSITIVE,70.75193,175.3581,918,5.74,1.85,0.959,88.51,0.328581,0,0.0359,36.9,3.96,451,NA,NA,1.012,NA,NA,,7/31/13
19h42m00.52s,+40d24m35.8s,FALSE POSITIVE,1.728487,131.8165,191,3.69,0.08,0.6,77,0.028193,0,0.0133,2.8,1.45,1518.6,NA,NA,1,NA,NA,,9/5/13
19h06m10.33s,+44d30m34.6s,FALSE POSITIVE,372.147,233.767,2485,10.1,0.4,0,90,1.03582,0,0.046,294,4.8,261,NA,NA,0.972,NA,NA,,7/31/13
19h22m59.19s,+39d54m39.7s,FALSE POSITIVE,0.9477259,132.39267,32.4,1.076,0.0067,0.4,87,0.0243747,0,0.00542,6.3,1.22,3842,NA,NA,2.071,NA,NA,,9/5/13
19h37m13.40s,+40d11m37.6s,FALSE POSITIVE,2.1191136,132.5851,298.4,3.75,0.06,0,90,0.0336241,0,0.0159,4.4,1.82,1548,NA,NA,1.049,NA,NA,,9/5/13
19h28m40.58s,+41d37m11.1s,FALSE POSITIVE,14.541792,137.5844,1619,5.331,1.77,0.9473,84.17,0.139775,0,0.04778,9.33,22.14,1278,NA,NA,4.246,NA,NA,,9/5/13
19h39m05.98s,+43d35m34.5s,FALSE POSITIVE,2.8173491,132.94804,3609,1.61,0.14,0.63,86.8,0.0406236,0,0.0582,11.4,7.77,1470.4,NA,NA,1.224,NA,NA,,7/31/13
19h36m19.05s,+39d43m46.7s,FALSE POSITIVE,56.699129,146.14541,9640,7.5,3.75,1,88.35,0.407516,0,0.167,34.82,366,1506,NA,NA,20.026,NA,NA,,7/31/13
19h55m46.48s,+40d24m18.7s,FALSE POSITIVE,161.253,189.1029,2612,22.93,4.64,0.882,88.37,0.558961,0,0.05501,31.1,5.222,308,NA,NA,0.87,NA,NA,,9/5/13
18h52m10.49s,+47d48m16.7s,FALSE POSITIVE,1.8018916,132.47687,83838,4.36,2.178,1,72.5,0.0351072,0,0.45,3.32,120,2748,NA,NA,2.434,NA,NA,,7/31/13
19h27m36.80s,+38d55m33.1s,FALSE POSITIVE,54.77187,143.7391,6909,36.82,4.39,0.64,86.29,0.321033,0,0.07969,9.88,32.89,775,NA,NA,3.782,NA,NA,,7/31/13
19h39m49.74s,+45d24m18.5s,FALSE POSITIVE,1.6746789,132.17443,469.6,1.426,0.14,0.89,78.9,0.029033,0,0.0231,4.6,3.05,1829,NA,NA,1.213,NA,NA,,7/31/13
19h55m08.20s,+47d39m20.0s,FALSE POSITIVE,2.1990911,133.0627,560,3.78,0.08,0,90,0.0324149,0,0.021,5,1.9,1149.6,NA,NA,0.843,NA,NA,,9/5/13
19h28m04.90s,+39d09m41.6s,FALSE POSITIVE,7.772555,132.5687,497,5.76,1.05,0.941,77.1,0.0776318,0,0.0253,4.2,2.57,914,NA,NA,0.931,NA,NA,,9/12/13
19h31m49.00s,+41d56m05.3s,FALSE POSITIVE,0.992096,132.3044,130,1.47,0.05,0.8,75,0.0201817,0,0.0116,3.2,1.24,1930.8,NA,NA,0.978,NA,NA,,7/31/13
19h50m40.02s,+40d39m15.0s,FALSE POSITIVE,12.42571,141.5,1209,22.16,5.51,0.9332,61.8,0.0908878,0,0.0413,1.978,2.792,529,NA,NA,0.62,NA,NA,,9/5/13
19h03m35.56s,+39d40m20.0s,FALSE POSITIVE,2.18908,132.0857,650,3.08,5,0.996,54,0.031476,0,0.045,1.71,3.7,1172,NA,NA,0.765,NA,NA,,9/5/13
19h48m33.57s,+49d22m53.8s,FALSE POSITIVE,0.6959605,131.89653,231,1.428,0.0198,0,90,0.0167226,0,0.0141,3.78,2.14,2708,NA,NA,1.391,NA,NA,,7/31/13
19h32m58.89s,+38d16m19.9s,FALSE POSITIVE,0.9490111,132.41352,22845,2.568,0.54,0.667,75.3,0.0189036,0,0.1472,2.64,16.07,1854.6,NA,NA,1,NA,NA,,7/31/13
19h48m33.18s,+44d22m41.1s,FALSE POSITIVE,21.57441,137.14,107,16.1,0.2,0,89,0.160305,0,0.0095,10,1.9,918,NA,NA,1.849,NA,NA,,7/31/13
19h33m24.24s,+40d03m35.0s,FALSE POSITIVE,0.8687079,132.0896,174,1.36,0.09,0.89,68,0.0181964,0,0.0143,2.4,1.83,1957.4,NA,NA,1.171,NA,NA,,7/31/13
18h55m00.10s,+41d05m09.6s,FALSE POSITIVE,1.01377673,131.95783,33920,1.223,0.235,0.51,85.6,0.0155553,0,0.1742,6.69,11.6,1053.9,NA,NA,0.61,NA,NA,,7/31/13
19h52m55.11s,+41d27m35.4s,FALSE POSITIVE,1.7854607,133.04355,2047,3.629,0.14,0,90,0.0300851,0,0.0415,3.9,5.42,1747.9,NA,NA,1.196,NA,NA,,7/31/13
19h51m47.81s,+40d31m50.5s,FALSE POSITIVE,4.8594125,132.6227,2323,3.05,0.19,0.54,87.2,0.0585897,0,0.0458,10.9,5.49,1214.6,NA,NA,1.098,NA,NA,,7/31/13
19h32m17.95s,+38d10m11.0s,FALSE POSITIVE,5.950806,135.0619,800,5.04,0.13,0,89,0.0899293,0,0.0253,9.2,28.5,2408,NA,NA,10.345,NA,NA,,7/31/13
19h32m13.92s,+45d14m55.8s,FALSE POSITIVE,99.67441,219.3292,2340,0.52,0.1,0.8,89.95,0.391975,0,0.06,1003,5,306.1,NA,NA,0.71,NA,NA,,7/31/13
19h05m08.71s,+43d36m57.5s,FALSE POSITIVE,9.449581,132.4455,961,3.93,0.11,0,90,0.0896467,0,0.028,19,7.4,1164,NA,NA,2.451,NA,NA,,9/5/13
19h45m19.40s,+40d53m46.5s,FALSE POSITIVE,0.9335119,132.07938,12128,1.128,0.165,0.61,84,0.0191193,0,0.1064,5.8,13.95,1932.9,NA,NA,1.201,NA,NA,,7/31/13
19h20m33.05s,+39d45m54.7s,FALSE POSITIVE,19.370582,147.6702,571,1.52,0.04,0.3,89.8,0.178742,0,0.0218,94,13.4,1307,NA,NA,5.606,NA,NA,,7/31/13
19h20m55.00s,+37d45m41.1s,FALSE POSITIVE,14.470291,141.8035,982,5.08,0.14,0,90,0.138943,0,0.028,22,29,1758,NA,NA,9.544,NA,NA,,9/5/13
19h40m19.77s,+47d05m10.5s,FALSE POSITIVE,1.2785345,131.53538,675,1.12,0.21,0.93,76,0.0230595,0,0.0299,3.8,2.85,1470.4,NA,NA,0.872,NA,NA,,7/31/13
19h15m43.02s,+42d31m45.1s,FALSE POSITIVE,66.1561,156.942,12626,5.86,1.63,0.829,89.26,0.32698,0,0.1168,64.5,11.96,434.7,NA,NA,0.939,NA,NA,,7/31/13
19h27m03.92s,+37d05m49.9s,FALSE POSITIVE,1.592746615,132.2534146,3054.29,6,0.293032,0.1,87.3,0.0285403,0,0.050832178,2.12136179,9.48528,2166.7,NA,NA,1.71,NA,NA,,7/31/13
19h53m58.70s,+40d43m53.7s,FALSE POSITIVE,0.8677221,132.15936,4812,2.236,0.14,0.2,86,0.0178081,0,0.0633,3.1,6.91,1910.8,NA,NA,1,NA,NA,,7/31/13
19h55m43.54s,+40d24m17.7s,FALSE POSITIVE,161.254,189.0982,3465,22.74,3.93,0.839,88.63,0.589173,0,0.06096,35.2,6.31,338,NA,NA,0.948,NA,NA,,9/5/13
19h22m35.59s,+41d14m02.7s,FALSE POSITIVE,0.5691247,132.002,19905,1.836,0.681,0.8529,62.11,0.0145629,0,0.1492,1.824,26.47,3237.9,NA,NA,1.626,NA,NA,,7/31/13
19h24m33.00s,+45d06m39.3s,FALSE POSITIVE,2.5290716,133.39072,1578,1.57,0.25,0.879,82.7,0.0349963,0,0.0429,6.9,3.69,1147,NA,NA,0.788,NA,NA,,9/12/13
19h20m23.27s,+41d58m14.4s,FALSE POSITIVE,0.9163335,131.80639,5998,1.683,0.11,0.1,88,0.0187672,0,0.0707,4.4,6.63,1728.2,NA,NA,0.86,NA,NA,,7/31/13
19h46m42.08s,+40d39m00.0s,FALSE POSITIVE,2.8455608,134.3301,20101,10.049,1.579,0.532,75.78,0.0416899,0,0.1331,2.164,28.03,1629.8,NA,NA,1.929,NA,NA,,7/31/13
19h36m54.68s,+44d08m05.1s,FALSE POSITIVE,2.301121,132.2082,888,3.43,9,0.998,55,0.0341187,0,0.053,1.73,5,1203.2,NA,NA,0.861,NA,NA,,9/5/13
19h39m01.52s,+49d47m31.5s,FALSE POSITIVE,0.8317528,132.0673,451,1.063,0.07,0.84,76,0.0180023,0,0.0221,3.5,2.51,2102,NA,NA,1.041,NA,NA,,7/31/13
18h57m35.17s,+45d08m09.7s,FALSE POSITIVE,4.447288,133.8472,94.6,11.7,0.13,0.4,80,0.0495999,0,0.009,2.6,0.91,1038,NA,NA,0.927,NA,NA,,9/5/13
20h01m52.37s,+44d58m53.1s,FALSE POSITIVE,121.06061,159.3441,1245,2.11,0.1,0,90,0.479033,0,0.032,443,3.5,368.4,NA,NA,1,NA,NA,,7/31/13
19h19m27.03s,+49d38m14.3s,FALSE POSITIVE,3.282707,132.6468,172,6.4,0.08,0,90,0.0428066,0,0.012,4,1.1,1158,NA,NA,0.879,NA,NA,,7/31/13
19h21m05.59s,+47d59m11.3s,FALSE POSITIVE,1.2313393,131.8137,169.4,3.3,0.06,0.6,75,0.0229665,0,0.0125,2.3,1.52,1894,NA,NA,1.12,NA,NA,,9/5/13
19h43m20.36s,+41d25m37.1s,FALSE POSITIVE,356.537,433.6202,3497,5.27,9,0.99,89.77,0.976679,0,0.1,243,10,226.7,NA,NA,0.966,NA,NA,,9/5/13
19h49m33.76s,+47d13m25.9s,FALSE POSITIVE,27.25472,176.52949,36,0.7283,NA,1.02,89.95,0.174,0,0.054,756,7.7,696,5751,4.18,1.31,0.941,11.1,Pinsonneault,10/25/13
19h10m25.11s,+42d10m00.4s,FALSE POSITIVE,103.627,426.373,56,6.889,NA,0.79,89.38,0.402,0,0.0076,71.8,0.77,383,5711,4.41,0.93,0.807,12.9,SME,10/25/13
19h14m35.90s,+46d35m51.9s,FALSE POSITIVE,17.477,186.557,30,4.0841,NA,0.93,85.37,0.136,0,0.0063,11.9,0.7,744,6196,4.47,1.01,1.099,0.3,Pinsonneault,10/25/13
19h13m53.83s,+40d05m08.4s,FALSE POSITIVE,4.4425176,133.60703,805,1.8984,NA,0.964,80.21,0.056,0,0.03673,5.66,4.9,1346,6550,4.35,1.22,1.22,1.09,Pinsonneault,10/25/13
19h55m12.87s,+44d25m02.6s,FALSE POSITIVE,5.776768,131.5406,6236,4.9899,NA,1.11,71.05,0.054,0,0.228,3.4,18,682,4232,4.53,0.72,0.64,NA,KIC,10/25/13
19h39m20.83s,+40d15m56.2s,FALSE POSITIVE,2.6852228,133.73112,6938,2.9596,NA,1.17,64.74,0.037,0,0.28,2.7,25,1173,5627,4.57,0.83,0.932,0.5,Pinsonneault,10/25/13
19h22m03.52s,+40d41m34.8s,FALSE POSITIVE,1.5195295,132.55153,13686,3.6297,NA,0.89,61.31,0.026,0,0.1463,1.867,12.3,1390,5788,4.68,0.77,1.03,NA,KIC,10/25/13
19h30m13.65s,+40d38m17.5s,FALSE POSITIVE,6.4875229,137.62455,21090,2.2643,NA,1.25,84.8,0.059,0,0.44,14.3,31,682,4687,4.65,0.642,0.666,13.9,Pinsonneault,10/25/13
19h59m53.24s,+45d48m35.1s,FALSE POSITIVE,1.21903358,132.09973,10870,2.03,NA,0.82,73.91,0.021,0,0.1113,2.945,13.3,1808,5669,4.31,1.1,0.89,12.2,Pinsonneault,10/25/13
19h57m31.70s,+40d45m29.3s,FALSE POSITIVE,1.41252409,131.70375,953,3.9261,NA,0.029,89.38,0.031,0,0.0274,2.89,6.9,3241,8537,4.02,2.3,2,0.76,Pinsonneault,10/25/13
19h11m19.75s,+39d13m32.0s,FALSE POSITIVE,22.913343,140.6493,5334,3.229,NA,1.28,86.52,0.157,0,0.37,21,36,557,5238,4.51,0.91,0.98,NA,KIC,10/25/13
19h34m47.38s,+39d02m11.0s,FALSE POSITIVE,45.603,171.32,54,8.3492,NA,0.71,88.81,0.243,0,0.007,31,0.63,453,5597,4.58,0.82,0.923,0.5,Pinsonneault,10/25/13
19h55m23.95s,+44d36m54.0s,FALSE POSITIVE,2.468158,132.0637,194,3.2294,NA,0.02,89.95,0.034,0,0.0124,5.89,1.2,1258,5521,4.45,0.91,0.85,10.3,Pinsonneault,10/25/13
19h39m37.84s,+40d16m43.8s,FALSE POSITIVE,12.53449909,134.95078,71,6.023,NA,0.3162,88.81,0.107,0,0.00747,15.217703,0.74,728,5683,4.55,0.9,1.05,NA,KIC,10/25/13
19h38m07.71s,+43d45m15.9s,FALSE POSITIVE,215.145,171.942,195,11.7248,NA,0.86,89.38,0.707,0,0.0149,73,1.49,299,5953,4.52,0.92,1.019,0.4,Pinsonneault,10/25/13
19h45m08.87s,+44d01m21.6s,FALSE POSITIVE,3.172753,133.9888,371,5.2611,NA,0.02,89.95,0.04,0,0.0171,4.72,1.36,918,4877,4.64,0.73,0.85,NA,KIC,10/25/13
19h27m31.50s,+44d33m20.6s,FALSE POSITIVE,2.237185,133.6789,479,1.7159,NA,0.18,88.81,0.032,0,0.0196,10,1.79,1105,4897,4.54,0.84,0.89,NA,KIC,10/25/13
19h31m05.96s,+47d27m04.0s,FALSE POSITIVE,0.9337456,131.5254,401,4.1821,NA,0.12,86.52,0.018,0,0.0176,1.86,1.55,1631,5540,4.59,0.8,0.907,0.6,Pinsonneault,10/25/13
19h23m18.56s,+47d26m48.7s,FALSE POSITIVE,134.7631,131.945,119,8.7732,NA,0.7,89.38,0.528,0,0.0106,86,1.3,397,6188,4.38,1.11,1.08,2.9,Pinsonneault,10/25/13
19h54m59.66s,+46d40m49.7s,FALSE POSITIVE,8.480238,135.8636,162,6.4612,NA,0.03,89.95,0.087,0,0.0113,10.2,1.53,1091,6561,4.34,1.24,1.22,1.28,Pinsonneault,10/25/13
19h27m50.40s,+44d54m00.1s,FALSE POSITIVE,73.4574,373.235,396,5.2786,NA,0.922,88.81,0.338,0,0.0228,47,2.1,360,5174,4.57,0.84,0.95,NA,KIC,10/25/13
19h31m06.96s,+47d33m08.0s,FALSE POSITIVE,0.9337564,132.4432,86,4.3757,NA,0.13,85.94,0.019,0,0.0081,1.74,0.95,1992,5998,4.388,1.077,1.034,NA,J-K,10/25/13
