ra_str,dec_str,koi_disposition,koi_period,koi_time0bk,koi_depth,koi_duration,koi_ingress,koi_impact,koi_incl,koi_sma,koi_eccen,koi_ror,koi_dor,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage,koi_sparprov,koi_vet_date
19h55m38.60s,+42d11m06.1s,FALSE POSITIVE,6.441674,136.7813,97,2.03,0.03,0.5,89,0.0688286,0,0.0093,21,1.32,1158,NA,NA,1.299,NA,NA,,7/31/13
19h55m37.43s,+47d36m40.9s,FALSE POSITIVE,1.098461,132.4354,39.9,1.29,0.008,0,88,0.0220911,0,0.0059,6,0.87,2230,NA,NA,1.363,NA,NA,,7/31/13
19h19m54.70s,+50d40m05.7s,FALSE POSITIVE,0.705499,131.6568,111,1.17,0.46,0.988,20.7,0.01543,0,0.014,1.056,1.34,1933,NA,NA,0.875,NA,NA,,9/5/13
19h21m26.45s,+44d16m24.1s,FALSE POSITIVE,0.981439,132.1037,113,0.92,0.06,0.92,75,0.0196487,0,0.0118,3,1.23,1857,NA,NA,0.953,NA,NA,,7/31/13
19h20m07.95s,+38d25m36.7s,FALSE POSITIVE,6.558526,133.8128,67.3,1.8,0.04,0.79,87.4,0.0685859,0,0.0083,17,0.91,973.7,NA,NA,1,NA,NA,,7/31/13
19h44m16.00s,+39d56m16.8s,FALSE POSITIVE,3.289308,133.8977,144,1.57,0.2,0.95,81,0.0453052,0,0.0136,6,1.59,1355,NA,NA,1.068,NA,NA,,7/31/13
19h56m02.35s,+46d41m05.1s,FALSE POSITIVE,1.081988,131.5077,38,2.6,0.07,0.87,57,0.0189619,0,0.0066,1.6,0.59,1509,NA,NA,0.812,NA,NA,,9/5/13
19h41m51.22s,+46d00m40.4s,FALSE POSITIVE,0.51259,131.7733,97,1.45,0.03,0.7,69,0.0128154,0,0.0097,2,1.03,2238.7,NA,NA,0.979,NA,NA,,9/5/13
19h28m35.53s,+44d42m14.9s,FALSE POSITIVE,31.9756,133.828,143,9.5,0.1,0,89,0.192049,0,0.011,24,1,510,NA,NA,0.818,NA,NA,,9/5/13
19h02m16.19s,+38d02m26.5s,FALSE POSITIVE,5.812654,131.5724,102,3.38,0.1,0.8,84,0.0648879,0,0.0104,8,1.2,1112,NA,NA,1.081,NA,NA,,7/31/13
19h36m30.63s,+43d58m30.5s,FALSE POSITIVE,177.8122,205.19,464,9.1,0.2,0,90,0.613787,0,0.02,151,1.9,304,NA,NA,0.869,NA,NA,,7/31/13
19h51m06.96s,+39d46m33.6s,FALSE POSITIVE,26.19071,143.2114,50.6,2.56,0.02,0.4,89.6,0.172635,0,0.0066,71,0.72,613.7,NA,NA,1,NA,NA,,7/31/13
19h44m42.29s,+43d55m54.3s,FALSE POSITIVE,203.5044,329.5021,199,3.38,0,0,90,0.750812,0,0.013,457,1.9,415,NA,NA,1.362,NA,NA,,7/31/13
19h36m10.02s,+39d27m26.5s,FALSE POSITIVE,1.444354,132.7648,76,2.07,0.59,0.9855,34.7,0.02704,0,0.0108,1.2,1.43,1971,NA,NA,1.217,NA,NA,,7/31/13
19h42m40.01s,+43d22m13.3s,FALSE POSITIVE,0.631106,131.8952,44,0.85,0.07,0.95,59,0.0134194,0,0.0079,1.9,0.77,1926,NA,NA,0.884,NA,NA,,7/31/13
19h27m09.11s,+42d50m02.8s,FALSE POSITIVE,0.566775,131.8299,15.7,2.2,0.011,0.5,73,0.0142447,0,0.0037,1.7,0.47,2557,NA,NA,1.139,NA,NA,,9/5/13
19h22m03.00s,+43d06m04.6s,FALSE POSITIVE,365.088,156.712,535,4.4,0.2,0.7,89.9,0.97467,0,0.022,482,2,227,NA,NA,0.821,NA,NA,,7/31/13
19h19m06.78s,+38d15m45.9s,FALSE POSITIVE,37.811,158.336,537,8.9,0.3,0.7,89,0.214866,0,0.022,25,1.4,394.7,NA,NA,0.591,NA,NA,,9/5/13
18h48m59.43s,+45d55m50.8s,FALSE POSITIVE,381.199,136.241,934,8.5,0.2,0,90,0.936371,0,0.03,346,2,183.6,NA,NA,0.666,NA,NA,,7/31/13
19h16m17.72s,+40d58m39.1s,FALSE POSITIVE,0.642999,132.0086,62,0.9,0.08,0.95,60,0.0119383,0,0.0093,1.9,0.53,1189,NA,NA,0.525,NA,NA,,9/5/13
19h45m09.73s,+44d25m23.7s,FALSE POSITIVE,22.59875,152.906,81,4.68,0.04,0,90,0.165582,0,0.0083,37,1.4,870,NA,NA,1.601,NA,NA,,7/31/13
19h29m03.10s,+46d25m50.3s,FALSE POSITIVE,373.873,305.124,743,7.7,0.2,0,90,1.05151,0,0.025,374,3,270,NA,NA,1.022,NA,NA,,7/31/13
20h03m42.91s,+44d21m22.7s,FALSE POSITIVE,20.88002,151.774,1901,2.3,0.1,0,90,0.148429,0,0.04,67,4,661.9,NA,NA,1,NA,NA,,9/12/13
19h22m04.28s,+41d14m19.5s,FALSE POSITIVE,8.0384,135.3363,155,3.08,0.1,0.8,86,0.0795581,0,0.013,13,1.3,908,NA,NA,0.935,NA,NA,,7/31/13
19h43m25.20s,+44d18m05.8s,FALSE POSITIVE,1.215169,131.5123,33.2,1.48,0.028,0.83,76,0.024238,0,0.0059,3.5,0.81,2129,NA,NA,1.249,NA,NA,,7/31/13
19h43m25.88s,+41d24m56.5s,FALSE POSITIVE,21.53343,131.8689,99,3.85,0.04,0,90,0.165824,0,0.009,43,1.5,890,NA,NA,1.487,NA,NA,,7/31/13
19h24m14.74s,+50d13m37.0s,FALSE POSITIVE,3.747694,134.215,64,2.78,0.02,0,89,0.0494783,0,0.007,10,0.9,1304,NA,NA,1.076,NA,NA,,9/5/13
19h20m39.40s,+41d46m57.5s,FALSE POSITIVE,349.108,331.859,726,10.6,0.3,0,90,0.941355,0,0.024,256,2.2,228,NA,NA,0.814,NA,NA,,7/31/13
18h48m41.29s,+43d41m47.4s,FALSE POSITIVE,0.58074,131.731,81,1.61,0.03,0.7,70,0.0129212,0,0.0088,2,0.79,1919,NA,NA,0.824,NA,NA,,9/5/13
19h53m22.43s,+48d42m08.6s,FALSE POSITIVE,1.9446,133.2437,340,3.14,0.06,0,87,0.0404259,0,0.017,5,7.3,3442,NA,NA,3.932,NA,NA,,7/31/13
19h18m26.58s,+41d01m10.2s,FALSE POSITIVE,383.103,286.339,502,9.1,0.2,0,90,1.04699,0,0.021,326,2.1,252,NA,NA,0.942,NA,NA,,7/31/13
19h35m47.50s,+40d27m20.9s,FALSE POSITIVE,0.992761,131.7227,99,1.26,0.05,0.9,75,0.0199806,0,0.0105,3.3,1.24,1874.8,NA,NA,1.079,NA,NA,,9/5/13
19h14m59.74s,+42d11m30.3s,FALSE POSITIVE,186.712,308.617,346,12.9,0.2,0,90,0.6451,0,0.017,112,1.8,323,NA,NA,0.961,NA,NA,,7/31/13
18h51m29.93s,+41d50m12.2s,FALSE POSITIVE,118.4132,195.0563,296,3.19,0.05,0,90,0.472024,0,0.016,283,1.7,371.1,NA,NA,1,NA,NA,,7/31/13
20h03m08.13s,+43d57m43.4s,FALSE POSITIVE,7.13977,138.063,125,6.06,0.08,0,87,0.0762734,0,0.01,8,1.2,1061,NA,NA,1.086,NA,NA,,9/5/13
19h24m29.89s,+37d59m11.4s,FALSE POSITIVE,0.980404,131.7865,96,1,0.27,0.981,59,0.0171565,0,0.0132,1.9,0.98,1354,NA,NA,0.685,NA,NA,,7/31/13
19h11m18.90s,+42d03m41.9s,FALSE POSITIVE,0.5868,131.9,27,1,1,1,35,0.013766,0,0,1,1,2114,NA,NA,0.904,NA,NA,,7/31/13
19h31m08.62s,+46d48m30.3s,FALSE POSITIVE,362.634,154.175,349,12.5,0.2,0,90,0.965263,0,0.017,223,3,305,NA,NA,1.631,NA,NA,,7/31/13
19h22m58.25s,+43d36m16.0s,FALSE POSITIVE,370.3885,425.938,1007,8.8,0.2,0,90,1.03091,0,0.029,330,2.8,242.2,NA,NA,0.906,NA,NA,,7/31/13
19h03m36.43s,+39d39m15.9s,FALSE POSITIVE,0.729725,132.0426,30.4,1.73,0.017,0.68,73,0.0158661,0,0.0054,2.4,0.59,2024.4,NA,NA,1,NA,NA,,9/5/13
19h15m54.21s,+43d05m57.0s,FALSE POSITIVE,0.933157,132.3558,72.8,1.6,0.07,0.89,65,0.0198492,0,0.0091,2.1,1.13,2159,NA,NA,1.134,NA,NA,,9/5/13
19h18m53.20s,+45d26m23.1s,FALSE POSITIVE,0.918479,131.5771,198,1.6,0.02,0,90,0.0179864,0,0.013,4,1.1,1472.5,NA,NA,0.775,NA,NA,,9/5/13
19h41m30.25s,+46d02m51.3s,FALSE POSITIVE,13.69167,133.788,107,4.2,0.2,0.8,86,0.111715,0,0.0107,14,1.2,787,NA,NA,1.005,NA,NA,,9/5/13
19h35m02.76s,+38d59m57.2s,FALSE POSITIVE,25.95009,154.986,158,11.7,0.1,0,89,0.176853,0,0.012,16,1.3,650,NA,NA,1.004,NA,NA,,9/5/13
19h31m24.94s,+46d46m25.5s,FALSE POSITIVE,182.2842,159.669,385,9.1,0.2,0,90,0.601993,0,0.018,153,1.9,311,NA,NA,0.953,NA,NA,,7/31/13
19h17m45.37s,+41d29m34.7s,FALSE POSITIVE,449.567,153.309,160,9.1,0.1,0,90,1.14875,0,0.012,373,1.3,237.9,NA,NA,1,NA,NA,,7/31/13
19h35m16.35s,+45d12m05.5s,FALSE POSITIVE,245.0844,301.5449,195,3.74,0.1,0,89.9,0.794014,0,0.013,446,2.2,371,NA,NA,1.501,NA,NA,,7/31/13
19h40m47.98s,+46d48m52.6s,FALSE POSITIVE,1.332559,132.0503,19.7,1.46,0.56,0.9947,18.2,0.0269403,0,0.00593,1.047,1.36,2585,NA,NA,2.108,NA,NA,,9/5/13
19h09m02.92s,+42d01m56.3s,FALSE POSITIVE,0.824006,131.8032,169,0.81,0.03,0.8,80,0.0138211,0,0.0135,5,0.74,1032,NA,NA,0.501,NA,NA,,7/31/13
19h57m51.66s,+40d53m27.9s,FALSE POSITIVE,0.772136,132.2114,39.3,1.14,0.009,0.5,84,0.017976,0,0.0059,4.5,1.5,3030,NA,NA,2.319,NA,NA,,7/31/13
19h35m57.44s,+45d29m02.9s,FALSE POSITIVE,1.08478,131.7035,113,3.3,0.04,0,81,0.0209356,0,0.01,2,0.9,1600.5,NA,NA,0.852,NA,NA,,7/31/13
19h15m54.18s,+41d16m44.8s,FALSE POSITIVE,367.767,302.325,412,12.1,0.2,0,90,1.04483,0,0.019,237,2.1,276,NA,NA,1.041,NA,NA,,7/31/13
19h16m18.81s,+39d42m31.8s,FALSE POSITIVE,0.743509,132.1802,109,0.98,0.03,0.8,77,0.0153553,0,0.0107,3.6,0.9,1691,NA,NA,0.771,NA,NA,,7/31/13
19h21m13.21s,+41d50m18.5s,FALSE POSITIVE,389.173,309.543,433,9.2,0.2,0,90,1.06392,0,0.019,327,2,255,NA,NA,0.962,NA,NA,,7/31/13
19h10m21.09s,+45d35m54.6s,FALSE POSITIVE,365.807,187.494,887,11.7,0.3,0,90,0.95744,0,0.027,246,2.3,217,NA,NA,0.785,NA,NA,,7/31/13
19h05m52.31s,+39d39m08.4s,FALSE POSITIVE,2.48267,133.7786,38.1,2.22,0.01,0,89,0.0375626,0,0.0057,8,0.8,1614,NA,NA,1.245,NA,NA,,7/31/13
19h13m43.56s,+45d55m07.9s,FALSE POSITIVE,2.178178,132.0157,126,0.93,0.08,0.93,82,0.0334245,0,0.0127,7,1.32,1427,NA,NA,0.956,NA,NA,,9/5/13
19h47m08.03s,+40d13m44.8s,FALSE POSITIVE,1.112059,132.0072,93,1.51,0.59,0.989,36,0.0215391,0,0.0127,1.23,1.36,1823,NA,NA,0.981,NA,NA,,7/31/13
19h22m56.35s,+49d05m11.9s,FALSE POSITIVE,427.701,136.198,180,9.2,0.1,0,89.9,1.07714,0,0.012,330,2.2,289,NA,NA,1.649,NA,NA,,7/31/13
19h01m08.07s,+38d56m50.2s,FALSE POSITIVE,411.9721,354.906,2051,6.28,1.6,0.922,89.79,1.01513,0,0.0514,253,4.61,213,NA,NA,0.822,NA,NA,,7/31/13
19h40m26.30s,+41d04m32.8s,FALSE POSITIVE,1.208524,131.9866,244,1.19,0.03,0.7,84,0.0225703,0,0.015,6,1.37,1556.3,NA,NA,0.827,NA,NA,,9/5/13
19h03m32.37s,+45d22m48.5s,FALSE POSITIVE,1.316446,132.2853,152,1.49,2,1,49,0.0212658,0,0.02,1.5,2,1319,NA,NA,0.744,NA,NA,,7/31/13
19h43m05.37s,+48d32m11.6s,FALSE POSITIVE,419.48,275.548,165,12.5,0.1,0,90,1.16698,0,0.011,257,2.6,296.3,NA,NA,2.067,NA,NA,,7/31/13
19h24m42.16s,+47d06m20.2s,FALSE POSITIVE,358.548,151.892,254,11.8,0.2,0,90,0.926643,0,0.014,232,1.5,242,NA,NA,0.936,NA,NA,,7/31/13
19h01m15.91s,+38d41m11.8s,FALSE POSITIVE,2.237585,133.0499,194,2.35,2,0.992,56,0.0339759,0,0.021,1.8,2.2,1402,NA,NA,0.945,NA,NA,,7/31/13
19h41m00.59s,+42d53m46.0s,FALSE POSITIVE,1.3669958,132.1862,77.1,2.17,0.029,0.6,81,0.0241106,0,0.0084,3.8,0.92,1642.2,NA,NA,1,NA,NA,,9/5/13
19h46m38.83s,+43d48m41.2s,FALSE POSITIVE,0.779637,131.681,82,2,0.02,0,90,0.016273,0,0.008,3,0.8,1799,NA,NA,0.839,NA,NA,,9/5/13
19h38m34.28s,+46d32m57.9s,FALSE POSITIVE,1.332539,132.0617,468,2.76,0.09,0.6,78,0.0237038,0,0.021,3,2.3,1656.2,NA,NA,1,NA,NA,,9/5/13
19h56m31.63s,+48d03m42.2s,FALSE POSITIVE,18.22678,133.5473,406,3.1,0.1,0.7,89,0.125327,0,0.02,32,1.8,605,NA,NA,0.842,NA,NA,,7/31/13
19h48m10.53s,+41d17m02.4s,FALSE POSITIVE,0.630545,131.9871,115,0.98,0.04,0.87,70,0.0135154,0,0.0115,2.6,1.08,1900,NA,NA,0.857,NA,NA,,7/31/13
19h07m04.68s,+45d14m02.9s,FALSE POSITIVE,1.405881,132.0162,148,1.66,2,1,48,0.0209133,0,0.02,1.5,1.5,1037,NA,NA,0.587,NA,NA,,7/31/13
19h55m57.34s,+47d45m41.1s,FALSE POSITIVE,1.021242,132.5098,154,3,0.15,0.86,51,0.021067,0,0.013,1.4,1.6,2093,NA,NA,1.133,NA,NA,,7/31/13
19h10m48.47s,+51d13m47.0s,FALSE POSITIVE,12.08287,134.458,426,2.24,0.04,0,90,0.107262,0,0.019,41,2.4,895.4,NA,NA,1.164,NA,NA,,7/31/13
19h39m14.43s,+44d15m21.5s,FALSE POSITIVE,401.633,172.099,165,15.7,0.2,0,90,1.10043,0,0.012,198,1.3,263,NA,NA,1.015,NA,NA,,7/31/13
20h00m03.60s,+40d31m37.3s,FALSE POSITIVE,14.15822,133.9749,78,15.42,0.13,0,90,0.151952,0,0.0082,7,3.3,1893,NA,NA,3.656,NA,NA,,7/31/13
19h14m06.47s,+42d10m44.1s,FALSE POSITIVE,207.474,254.076,173,9.3,0.1,0,90,0.663703,0,0.012,169,1.3,313,NA,NA,1.022,NA,NA,,7/31/13
19h50m33.47s,+47d26m45.1s,FALSE POSITIVE,12.37629,137.787,103,15.35,0.1,0,88,0.120146,0,0.0091,6,3.6,1258,NA,NA,3.668,NA,NA,,7/31/13
19h27m56.09s,+38d35m43.5s,FALSE POSITIVE,0.605556,132.0267,84,1.04,0.01,0,90,0.014427,0,0.008,5,0.9,2264,NA,NA,0.999,NA,NA,,7/31/13
19h38m22.28s,+45d17m15.8s,FALSE POSITIVE,1.190903,131.7077,89,1.94,0.02,0,86,0.0199191,0,0.009,5,0.7,1371,NA,NA,0.749,NA,NA,,7/31/13
19h18m33.93s,+39d47m16.9s,FALSE POSITIVE,1.064891,131.553,41.9,1.33,0.8,0.995,16,0.0215982,0,0.009,1.036,1.2,2039,NA,NA,1.115,NA,NA,,9/5/13
19h10m13.22s,+46d40m56.1s,FALSE POSITIVE,0.969773,132.3058,11.2,1.41,0.014,0.82,75,0.0191783,0,0.00344,3.1,0.376,1841.3,NA,NA,1,NA,NA,,7/31/13
19h49m09.72s,+45d57m18.1s,FALSE POSITIVE,2.40173,131.7832,284,2.02,1.01,1,65,0.0284595,0,0.03,2.3,2,743,NA,NA,0.512,NA,NA,,9/12/13
19h09m44.50s,+39d41m34.8s,FALSE POSITIVE,10.01069,131.804,225,6.1,0.2,0.8,85,0.0795877,0,0.015,8,1.5,601.5,NA,NA,0.899,NA,NA,,7/31/13
19h41m05.97s,+40d11m42.3s,FALSE POSITIVE,1.251045,132.6171,142,0.96,0.04,0.82,82,0.023715,0,0.0123,6,1.43,1860,NA,NA,1.061,NA,NA,,7/31/13
19h23m04.88s,+45d29m53.0s,FALSE POSITIVE,256.539,366.902,149,9.5,0.1,0,90,0.826197,0,0.011,208,1.5,341,NA,NA,1.223,NA,NA,,7/31/13
19h31m40.09s,+40d05m32.7s,FALSE POSITIVE,2.999892,132.9799,12.4,9.6,0.03,0,89,0.0516574,0,0.0033,2,0.89,2591,NA,NA,2.492,NA,NA,,7/31/13
19h47m16.87s,+42d30m51.1s,FALSE POSITIVE,0.821449,132.3094,147,1.58,0.45,0.979,26.2,0.0161676,0,0.0162,1.091,1.49,1505.4,NA,NA,0.844,NA,NA,,7/31/13
19h45m07.53s,+39d52m29.9s,FALSE POSITIVE,1.290239,132.1039,116,4.2,0.06,0.6,74,0.0227301,0,0.01,2,0.9,1514,NA,NA,0.835,NA,NA,,7/31/13
19h41m07.46s,+40d07m58.3s,FALSE POSITIVE,0.787138,131.7277,99,1.6,0.04,0.8,72,0.0173459,0,0.01,2.5,1.14,2145,NA,NA,1.044,NA,NA,,7/31/13
19h51m07.23s,+41d12m33.2s,FALSE POSITIVE,441.8888,251.7679,1566,3.3,0.1,0,90,0.96929,0,0.035,1046,2.2,153.8,NA,NA,0.592,NA,NA,,7/31/13
19h05m37.73s,+44d31m38.5s,FALSE POSITIVE,361.914,241.714,329,10.2,0.2,0,89.9,0.994109,0,0.017,251,1.8,255.7,NA,NA,1,NA,NA,,7/31/13
19h53m52.94s,+41d03m58.5s,FALSE POSITIVE,4.206219,132.2202,189,5.16,0.1,0.6,82,0.0486665,0,0.013,5,1.2,1016,NA,NA,0.849,NA,NA,,9/5/13
19h01m54.08s,+38d05m57.7s,FALSE POSITIVE,1.540405,131.9995,111,1.53,0.04,0.8,81,0.0261562,0,0.0107,5,1.18,1642,NA,NA,1.012,NA,NA,,9/12/13
19h28m32.23s,+46d12m08.7s,FALSE POSITIVE,71.76381,144.9175,235,8.7,0.1,0,90,0.381137,0,0.014,64,4.5,676,NA,NA,2.966,NA,NA,,7/31/13
19h51m20.91s,+42d04m45.7s,FALSE POSITIVE,118.6211,172.097,526,6,0.2,0.7,89.7,0.424184,0,0.022,118,1.7,285,NA,NA,0.718,NA,NA,,7/31/13
19h22m18.32s,+41d32m46.3s,FALSE POSITIVE,176.1719,144.837,573,12.7,0.3,0,90,0.618469,0,0.022,106,2.2,318,NA,NA,0.912,NA,NA,,7/31/13
19h34m07.19s,+45d39m51.6s,FALSE POSITIVE,0.639384,131.8852,52,0.655,0.005,0.4,87,0.0155973,0,0.0069,7,0.9,2555,NA,NA,1.203,NA,NA,,7/31/13
19h24m48.02s,+39d03m14.3s,FALSE POSITIVE,2.417894,132.5135,145,2.8,1.41,1,46,0.0315977,0,0.02,1.4,1.7,951,NA,NA,0.639,NA,NA,,7/31/13
19h39m39.57s,+43d51m44.8s,FALSE POSITIVE,183.8789,211.417,550,15.5,0.3,0,90,0.655016,0,0.022,90,2.4,343,NA,NA,1.024,NA,NA,,7/31/13
18h52m51.06s,+45d20m59.5s,CONFIRMED,12.44163,134.6605,81,3.72,0.03,0,89,0.0966561,0,0.008,25,0.6,590,NA,NA,0.683,NA,NA,,7/31/13
19h15m49.98s,+44d34m40.8s,FALSE POSITIVE,1.061919,131.7294,49.7,1.75,0.04,0.82,73,0.02034,0,0.0072,2.7,0.7,1712,NA,NA,0.89,NA,NA,,9/5/13
19h55m01.27s,+40d39m54.8s,FALSE POSITIVE,0.824197,132.0941,119,0.929,0.013,0.5,85,0.0174265,0,0.0104,6,1.06,1943,NA,NA,0.937,NA,NA,,7/31/13
18h44m10.47s,+42d58m32.7s,FALSE POSITIVE,0.579784,132.06622,247,0.53,0.13,0.965,70,0.0130823,0,0.0211,2.8,1.85,1899,NA,NA,0.803,NA,NA,,7/31/13
19h05m29.61s,+37d55m08.4s,FALSE POSITIVE,0.922279,131.788,21.9,3,0.021,0.6,71,0.0185469,0,0.0045,1.9,0.49,1872.4,NA,NA,1,NA,NA,,7/31/13
19h24m29.65s,+42d39m48.1s,FALSE POSITIVE,0.56685,131.7659,130,1.8,0.05,0.8,63,0.0134073,0,0.0114,1.6,1.24,2202.2,NA,NA,1,NA,NA,,9/5/13
19h16m50.00s,+50d36m57.6s,FALSE POSITIVE,5.937173,135.9396,96.1,3.55,0.03,0,90,0.0608246,0,0.009,13,0.8,909,NA,NA,0.859,NA,NA,,9/5/13
19h45m23.52s,+44d30m07.1s,FALSE POSITIVE,0.9804918,132.10273,213,0.71,0.11,0.95,76,0.018745,0,0.0173,3.8,1.95,1880,NA,NA,1.03,NA,NA,,7/31/13
19h57m40.77s,+47d33m46.2s,FALSE POSITIVE,0.6163919,131.6445,65.2,0.842,0.04,0.91,69,0.0160629,0,0.0089,2.5,2.92,3416,NA,NA,2.998,NA,NA,,7/31/13
19h25m26.85s,+49d01m19.1s,FALSE POSITIVE,88.9132,145.6231,309,2.92,0,0,90,0.42648,0,0.016,231,2.5,548,NA,NA,1.43,NA,NA,,7/31/13
19h25m26.85s,+49d01m19.1s,FALSE POSITIVE,46.07715,143.684,268,3,0.1,1,90,0.275155,0,0.016,98,2.4,682,NA,NA,1.43,NA,NA,,7/31/13
19h25m26.85s,+49d01m19.1s,FALSE POSITIVE,42.62423,156.1855,314,1.47,0.03,0,89.9,0.261232,0,0.017,204,2.6,700,NA,NA,1.43,NA,NA,,7/31/13
19h37m56.40s,+38d21m10.3s,FALSE POSITIVE,0.89572,131.977,290,1.04,0.06,0.8,78,0.0182621,0,0.018,4,1.8,1840,NA,NA,0.907,NA,NA,,7/31/13
19h42m48.55s,+43d54m03.3s,FALSE POSITIVE,6.67466,136.891,142,4.06,0.04,0,89,0.0710752,0,0.011,13,1.3,986.8,NA,NA,1.098,NA,NA,,7/31/13
19h21m26.27s,+41d33m07.4s,FALSE POSITIVE,374.881,265.38,987,18.2,0.9,0.7,89.7,0.860115,0,0.03,125,1.88,156.9,NA,NA,0.572,NA,NA,,7/31/13
19h27m00.31s,+38d02m04.0s,FALSE POSITIVE,24.18746,145.847,185,1.84,0.02,0,90,0.172693,0,0.013,101,1.8,778,NA,NA,1.304,NA,NA,,7/31/13
19h38m25.46s,+39d55m13.3s,FALSE POSITIVE,2.449294,132.8076,154,2.55,0.2,0.89,76,0.0314341,0,0.014,4,1.01,981,NA,NA,0.673,NA,NA,,7/31/13
19h23m50.44s,+50d17m04.8s,FALSE POSITIVE,3.747781,134.1878,145,4.18,0.07,0.6,84,0.0447105,0,0.011,6,0.9,964,NA,NA,0.753,NA,NA,,9/5/13
19h40m45.54s,+42d31m23.9s,FALSE POSITIVE,0.9348171,131.85853,110,0.689,0.033,0.88,80,0.0189244,0,0.0114,5.2,1.41,2076,NA,NA,1.137,NA,NA,,9/12/13
19h07m08.45s,+38d09m05.9s,FALSE POSITIVE,361.381,421.729,393,4.9,0.1,0,90,1.00966,0,0.018,529,2.1,275,NA,NA,1.055,NA,NA,,7/31/13
19h46m02.22s,+44d37m33.3s,FALSE POSITIVE,0.896308,131.5394,106,1.213,0.29,0.978,49,0.0176174,0,0.0131,1.49,1.15,1656,NA,NA,0.808,NA,NA,,7/31/13
19h33m52.27s,+48d07m33.9s,FALSE POSITIVE,1.674875,131.8381,23.4,2.72,0.01,0,88,0.0290532,0,0.0045,5,0.67,1918,NA,NA,1.386,NA,NA,,9/5/13
19h47m36.49s,+43d50m23.4s,FALSE POSITIVE,4.108219,134.919,437,3.61,0.1,0,90,0.0501969,0,0.019,9,1.6,961,NA,NA,0.784,NA,NA,,7/31/13
19h52m56.44s,+48d29m52.4s,FALSE POSITIVE,0.523629725,131.6267842,1986.84,2,0.078678,0.1,87.23,0.0127169,0,0.040540105,2.07156996,4.42385,2261.2,NA,NA,1,NA,NA,,7/31/13
19h31m06.94s,+40d47m44.3s,FALSE POSITIVE,0.9350754,131.5298,72.3,1.024,0.012,0.6,84,0.0203372,0,0.0082,5.8,1.19,2399,NA,NA,1.326,NA,NA,,7/31/13
18h58m46.27s,+44d00m36.7s,FALSE POSITIVE,1.489383,132.0277,33.3,2.18,0.01,0,87,0.0265276,0,0.0053,5,0.66,1817,NA,NA,1.135,NA,NA,,9/5/13
19h50m53.31s,+48d42m36.9s,FALSE POSITIVE,0.7204678,132.00925,261,0.747,0.05,0.86,78,0.0164015,0,0.0171,4,1.97,2228,NA,NA,1.056,NA,NA,,7/31/13
19h40m46.96s,+48d34m02.7s,FALSE POSITIVE,3.794944,134.387,309,1.37,0.22,0.94,83,0.0482147,0,0.0202,8,1.92,1055.7,NA,NA,0.871,NA,NA,,7/31/13
19h08m21.00s,+42d40m07.2s,FALSE POSITIVE,10.77687,140.3003,190,3.21,0.94,0.978,82.2,0.0897921,0,0.0175,7.2,1.83,791,NA,NA,0.959,NA,NA,,7/31/13
19h52m00.86s,+48d33m51.3s,FALSE POSITIVE,260.563,218.535,216,10,0.2,0,89.9,0.843193,0,0.014,181,1.7,325,NA,NA,1.109,NA,NA,,7/31/13
19h15m11.29s,+42d10m08.0s,FALSE POSITIVE,370.477,307.498,810,10.8,0.3,0.4,89.9,1.02949,0,0.027,241,2.8,259,NA,NA,0.963,NA,NA,,7/31/13
19h38m55.52s,+43d59m21.7s,FALSE POSITIVE,316.653,236.338,381,16,0.3,0,90,0.901778,0,0.018,154,1.7,251,NA,NA,0.868,NA,NA,,7/31/13
19h56m20.49s,+40d46m28.3s,FALSE POSITIVE,0.519434,131.7919,205,1.07,0.02,0.6,80,0.0129377,0,0.0137,3.2,1.35,2184,NA,NA,0.902,NA,NA,,7/31/13
19h35m18.68s,+48d03m15.3s,FALSE POSITIVE,1.105071,132.5528,142,1.73,2,0.996,24,0.0197289,0,0.021,1.09,1.7,1443,NA,NA,0.752,NA,NA,,9/5/13
19h14m09.05s,+43d15m32.1s,FALSE POSITIVE,132.7696,188.514,10084,3.9,0.3,0,90,0.509444,0,0.091,286,9.9,357.3,NA,NA,1,NA,NA,,9/5/13
19h14m57.77s,+49d32m34.9s,FALSE POSITIVE,370.636,311.156,557,10.9,0.2,0,90,1.06525,0,0.022,264,2.6,287,NA,NA,1.102,NA,NA,,7/31/13
19h18m12.74s,+41d03m24.9s,FALSE POSITIVE,373.432,297.349,148,16.4,0.2,0,90,1.04128,0,0.011,171,1.5,292,NA,NA,1.197,NA,NA,,7/31/13
19h32m51.39s,+45d49m33.5s,FALSE POSITIVE,1.045879,131.994,122,1.6,0.8,1,15,0.0208985,0,0.021,1.034,2.3,1926,NA,NA,1.026,NA,NA,,9/5/13
20h00m47.16s,+45d30m50.2s,FALSE POSITIVE,51.31346,162.702,588,3.9,0.1,0,90,0.298556,0,0.022,101,6,762,NA,NA,2.525,NA,NA,,7/31/13
19h20m09.87s,+42d06m20.7s,FALSE POSITIVE,244.824,142.021,296,12.3,0.2,0,90,0.763104,0,0.016,151,1.5,277,NA,NA,0.881,NA,NA,,7/31/13
19h09m35.46s,+43d24m51.6s,FALSE POSITIVE,62.37997,142.3393,224,2.59,0.06,0.6,89.8,0.344577,0,0.014,149,2.8,678,NA,NA,1.792,NA,NA,,7/31/13
