koi_disposition,koi_time0bk,koi_incl,koi_sma,koi_ror,koi_dor,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage
'FALSE POSITIVE',131.7082,82.51,0.013,0.021,3.3,5301.0,4.68,0.74,0.95,NA
'FALSE POSITIVE',132.0534,89.95,0.024,0.0281,2.508,5835.0,4.6,0.85,1.05,NA
'FALSE POSITIVE',139.4373,85.94,0.176,0.082,14,4916.0,4.68,0.66,0.751,0.8
'FALSE POSITIVE',171.7059,89.95,0.044,0.0172,11.59,5170.0,4.64,0.714,0.811,1.0
'FALSE POSITIVE',170.60331,89.95,0.021,0.0156,6.92,5517.0,4.49,0.87,0.86,8.2
'FALSE POSITIVE',174.8787,85.94,0.188,0.0221,10.2,5208.0,3.79,2.43,1.313,4.6
'FALSE POSITIVE',174.3633,81.93,0.108,0.064,7.4,6211.0,4.29,1.25,1.1,4.0
'FALSE POSITIVE',171.0115,89.38,0.075,0.0192,27,6520.0,4.4,1.15,1.21,0.3
'FALSE POSITIVE',180.85017,87.66,0.117,0.37,31,5923.0,4.19,1.34,1.01,8.2
'FALSE POSITIVE',173.79584,88.81,0.182,0.47,69,6064.0,4.5,0.96,1.05,0.5
CONFIRMED,123.61154,80.79,0.044,0.02692,4.486,5858.0,4.28,1.27,1.124,4.7
CONFIRMED,137.9953,84.8,0.084,0.01081,9.04,6172.0,4.36,1.197,1.205,1.65
'FALSE POSITIVE',171.6648,89.95,0.048,0.0185,7.96,6111.0,4.49,0.97,1.068,0.4
'FALSE POSITIVE',170.3756,88.24,0.02,0.0129,4,5321.0,4.62,0.75,0.851,0.6
CONFIRMED,133.6984,89.95,0.805,0.0226,186,5510.0,4.5,0.85,0.828,9.9
'FALSE POSITIVE',131.7266,89.95,0.09,0.0204,18,5760.0,4.42,0.98,0.92,7.5
'FALSE POSITIVE',133.41778,89.38,0.014,0.0192,1.72,5760.0,4.42,0.98,0.92,7.5
'FALSE POSITIVE',133.3805,87.66,0.04,0.01,8.9,5417.0,4.43,0.91,0.818,13.8
'FALSE POSITIVE',132.7021,89.95,0.049,0.0114,4.48,4171.0,4.73,0.541,0.568,13.8
'FALSE POSITIVE',131.9093,81.36,0.015,0.0146,4.1,5613.0,4.49,0.89,0.89,6.6
'FALSE POSITIVE',132.0902,88.81,0.035,0.0067,4.1,5642.0,4.51,0.88,0.908,4.8
'FALSE POSITIVE',133.9303,83.65,0.057,0.0145,8.8,5913.0,4.33,1.12,0.976,7.4
'FALSE POSITIVE',131.4917,79.64,0.019,0.041,3.4,5136.0,4.59,0.81,0.94,NA
'FALSE POSITIVE',138.208,89.95,0.167,0.0197,41,5585.0,4.58,0.81,0.919,0.4
'FALSE POSITIVE',132.3696,89.95,0.04,0.0117,3.96,9205.0,4.11,2.13,2.11,0.54
'FALSE POSITIVE',173.83394,82.51,0.06,0.62,10.3,5922.0,4.35,1.14,1.06,4.6
'FALSE POSITIVE',209.9916,87.66,0.248,0.148,23,6090.0,4.43,1.03,1.05,2.6
CONFIRMED,138.60752,87.66,0.093,0.03094,17.3,5443.0,4.45,0.939,0.901,9.3
'FALSE POSITIVE',170.54559,89.95,0.132,0.1444,19.216,6007.0,4.51,0.94,1.04,0.4
'FALSE POSITIVE',186.39041,85.94,0.198,0.121,15.3,5956.0,4.52,0.92,1.024,0.3
'FALSE POSITIVE',190.69545,89.38,0.211,0.1594,40.53,5577.0,4.49,0.88,0.88,7.1
'FALSE POSITIVE',191.18652,88.81,0.259,0.128,41.5,5848.0,4.38,1.04,0.95,7.2
'FALSE POSITIVE',171.4219,77.35,0.047,0.07401,3.554,6007.0,4.5,0.95,1.034,0.8
'FALSE POSITIVE',171.0984,84.8,0.043,0.094,9.8,6283.0,4.43,1.07,1.12,0.9
'FALSE POSITIVE',171.4559,89.95,0.034,0.0179,5.71,5620.0,4.39,0.99,0.874,11.1
'FALSE POSITIVE',133.88203,89.95,0.036,0.0156,7.24,5802.0,4.42,0.98,0.939,6.6
'FALSE POSITIVE',175.6679,89.95,0.088,0.023,14.8,5924.0,4.53,0.91,1.01,0.4
'FALSE POSITIVE',173.7013,79.64,0.049,0.01681,5,5423.0,4.47,0.88,0.83,11.5
'FALSE POSITIVE',141.3922,89.38,0.144,0.0162,38,5322.0,4.63,0.79,0.96,NA
'FALSE POSITIVE',131.6375,84.8,0.028,0.01625,3.588,6270.0,4.45,1.04,1.13,0.29
'FALSE POSITIVE',131.98911,55,0.016,0.014,1.69,5398.0,3.64,2.98,1.427,2.94
'FALSE POSITIVE',132.721,88.24,0.061,0.0101,4.1,6190.0,4.41,1.07,1.08,2.1
'FALSE POSITIVE',132.0709,84.22,0.033,0.0088,7.8,6348.0,4.42,1.09,1.15,0.56
'FALSE POSITIVE',139.8019,88.81,0.092,0.0144,24,5539.0,4.59,0.8,0.906,0.5
'FALSE POSITIVE',132.44265,89.38,0.018,0.0225,1.7128,4965.0,4.59,0.72,0.722,14.0
'FALSE POSITIVE',131.58343,89.38,0.022,0.0116,5.4,6329.0,4.25,1.33,1.16,3.43
'FALSE POSITIVE',132.01169,86.52,0.013,0.0248,3,5760.0,4.53,0.88,0.956,1.9
'FALSE POSITIVE',131.9947,86.52,0.026,0.0112,5.7,5791.0,4.55,0.87,0.974,0.4
'FALSE POSITIVE',134.17,87.09,0.046,0.0089,7,5664.0,4.57,0.83,0.942,0.4
'FALSE POSITIVE',133.9587,78.5,0.056,0.00912,4.4,5175.0,4.53,0.79,0.766,14.0
'FALSE POSITIVE',131.9329,88.81,0.02,0.00424,1.61,5175.0,4.53,0.79,0.766,14.0
'FALSE POSITIVE',137.0941,89.38,0.065,0.0155,19.3,6318.0,4.49,0.99,1.12,NA
CONFIRMED,134.50093,85.37,0.045,0.01925,8.42,5443.0,4.45,0.939,0.901,9.3
'FALSE POSITIVE',174.2297,89.95,0.124,0.028,32.7,5984.0,4.31,1.16,1.0,6.6
'FALSE POSITIVE',175.343141,89.38,0.147,0.1491,30.77,6042.0,4.41,1.05,1.02,3.8
'FALSE POSITIVE',173.8185,88.24,0.065,0.01765,13.51,6042.0,4.41,1.05,1.02,3.8
CONFIRMED,164.7276,89.38,0.344,0.02768,64.1,5443.0,4.45,0.939,0.901,9.3
'FALSE POSITIVE',170.1967,89.95,0.035,0.0124,5.99,6109.0,4.41,1.06,1.053,2.9
'FALSE POSITIVE',131.5647,85.37,0.012,0.0124,3.6,4349.0,4.7,0.571,0.601,14.0
'FALSE POSITIVE',141.1028,89.95,0.13,0.0176,51,5885.0,4.45,0.97,0.97,4.2
'FALSE POSITIVE',144.3388,89.38,0.242,0.01,68,7042.0,4.12,1.74,1.46,1.67
'FALSE POSITIVE',132.2635,88.24,0.02,0.0159,5.1,5394.0,4.49,0.85,0.82,10.7
'FALSE POSITIVE',132.2102,88.81,0.023,0.0144,4.5,5726.0,4.63,0.81,1.04,NA
'FALSE POSITIVE',132.0505,89.38,0.024,0.0125,2.67,6082.0,4.49,0.97,1.062,0.4
'FALSE POSITIVE',177.08525,79.07,0.094,0.194,5.7,5569.0,4.475,0.893,0.869,NA
'FALSE POSITIVE',140.5054,88.81,0.095,0.021,30,4200.0,4.72,0.545,0.573,13.8
'FALSE POSITIVE',131.994,89.95,0.084,0.0156,15.8,5537.0,4.4,1.07,1.05,NA
'FALSE POSITIVE',172.7962,88.24,0.145,0.11352,24.54,5353.0,4.46,0.88,0.803,13.9
CONFIRMED,202.85777,89.95,0.155,0.08641,29.6,6225.0,4.45,1.04,1.11,0.8
'FALSE POSITIVE',170.39255,72.77,0.028,0.282,3.51,6264.0,4.45,1.04,1.12,0.3
CONFIRMED,135.9338,86.52,0.063,0.00888,11.8,5443.0,4.45,0.939,0.901,9.3
'FALSE POSITIVE',172.7784,89.95,0.11,0.024,29.3,6337.0,4.43,1.08,1.15,0.43
'FALSE POSITIVE',135.72095,89.38,0.017,0.0185,3.533,5796.0,4.03,1.63,1.03,8.5
'FALSE POSITIVE',141.502,80.21,0.108,0.0094,4.2,6202.0,4.47,1.02,1.102,0.3
'FALSE POSITIVE',132.2327,80.21,0.019,0.0175,4.7,6105.0,4.42,1.08,1.11,NA
'FALSE POSITIVE',131.5,80.79,0.016,0.89,2.716,5884.0,4.43,1.05,1.09,NA
'FALSE POSITIVE',131.65165,79.64,0.012,0.044,2.8,4883.0,4.51,0.87,0.89,NA
'FALSE POSITIVE',135.3107,74.48,0.077,0.0069,3.5,6197.0,4.45,1.03,1.09,1.0
CONFIRMED,172.51767,84.22,0.074,0.05954,6.275,6354.0,4.44,1.07,1.15,0.27
CONFIRMED,135.2142,88.24,0.137,0.01003,25.6,5443.0,4.45,0.939,0.901,9.3
'FALSE POSITIVE',173.1023,87.66,0.152,0.1405,20.185,5700.0,4.55,0.85,0.946,1.1
'FALSE POSITIVE',225.35806,89.95,0.633,0.2576,315.9,5363.0,4.58,0.78,0.844,4.3
'FALSE POSITIVE',177.14137,88.24,0.114,1,53,5188.0,4.57,0.76,0.786,8.7
'FALSE POSITIVE',240.854,89.38,0.644,0.114,108,5648.0,4.46,0.92,0.895,7.4
'FALSE POSITIVE',131.6555,80.21,0.012,0.0121,2.5,5426.0,4.6,0.78,0.877,0.8
'FALSE POSITIVE',143.9329,89.95,0.124,0.0138,25.8,5249.0,4.56,0.78,0.801,8.3
'FALSE POSITIVE',135.2644,85.94,0.087,0.0183,12.2,5394.0,4.61,0.76,0.869,0.5
'FALSE POSITIVE',132.5258,87.09,0.02,0.0114,3.2,5406.0,4.61,0.77,0.872,0.7
CONFIRMED,171.6976,86.52,0.129,0.0196,11.24,5973.0,4.06,1.61,1.091,6.4
'FALSE POSITIVE',134.4351,89.38,0.048,0.0219,13.2,5750.0,4.72,0.73,1.02,NA
'FALSE POSITIVE',182.6796,87.09,0.109,0.0651,16.6,5287.0,4.6,0.75,0.83,3.0
CONFIRMED,170.4151,84.8,0.094,0.03799,10.2,5966.0,4.52,0.92,1.028,0.3
CONFIRMED,172.0599,85.37,0.111,0.03437,12.1,5966.0,4.52,0.92,1.028,0.3
'FALSE POSITIVE',169.83311,88.24,0.157,0.238,33.41,5705.0,4.56,0.84,0.95,0.5
'FALSE POSITIVE',170.45286,87.66,0.044,0.0872,11.5,4135.0,4.566,0.668,0.6,NA
'FALSE POSITIVE',178.68732,89.95,0.12,0.14717,14.7438,6482.0,4.22,1.43,1.22,2.94
'FALSE POSITIVE',171.56478,89.95,0.056,0.028,9.52,5632.0,4.47,0.91,0.893,7.1
'FALSE POSITIVE',131.7516,53.86,0.013,0.00505,1.22,5524.0,4.41,1,0.931,9.3
'FALSE POSITIVE',169.54768,89.95,0.023,0.037,3.954,4173.0,4.563,0.678,0.613,NA
'FALSE POSITIVE',171.0833,84.22,0.11,0.0277,10,6328.0,4.13,1.59,1.24,3.56
'FALSE POSITIVE',135.06751,77.35,0.049,0.07242,4.249,6288.0,4.45,1.05,1.13,0.3
'FALSE POSITIVE',131.85045,82.51,0.031,0.0189,3.8,6731.0,3.87,2.41,1.59,1.84
'FALSE POSITIVE',188.49499,88.81,0.262,0.15251,36.407,6549.0,4.27,1.34,1.22,2.33
'FALSE POSITIVE',169.70883,80.21,0.025,0.0388,5.1,6261.0,4.46,1.04,1.12,0.3
'FALSE POSITIVE',174.1567,77.92,0.072,0.0126,4.2,5966.0,4.36,1.09,0.99,6.1
'FALSE POSITIVE',174.60546,72.19,0.068,0.29,4,5986.0,3.67,2.92,1.46,2.77
CONFIRMED,180.81169,89.38,0.117,0.02912,40,4807.0,4.69,0.601,0.646,9.8
CONFIRMED,170.91887,89.38,0.054,0.01873,18.7,4807.0,4.69,0.601,0.646,9.8
CONFIRMED,150.4041,89.95,0.417,0.0235,144,4807.0,4.69,0.601,0.646,9.8
'FALSE POSITIVE',169.8738,88.81,0.026,0.01406,1.711,5331.0,3.69,2.78,1.375,3.27
'FALSE POSITIVE',169.9527,85.37,0.025,0.01038,5.7,6178.0,4.357,1.172,1.141,NA
'FALSE POSITIVE',170.18791,84.22,0.021,0.0343,3.23,6662.0,4.26,1.37,1.26,1.89
'FALSE POSITIVE',182.60798,88.24,0.201,0.379,31.1,6711.0,4.21,1.49,1.3,2.08
CONFIRMED,189.6365,87.09,0.166,0.02769,15.19,5904.0,4.03,1.82,1.295,4.24
CONFIRMED,172.5823,88.24,0.254,0.02359,23.17,5904.0,4.03,1.82,1.295,4.24
CONFIRMED,135.8691,87.66,0.214,0.02063,19.54,5904.0,4.03,1.82,1.295,4.24
CONFIRMED,143.6746,86.52,0.119,0.01649,10.86,5904.0,4.03,1.82,1.295,4.24
CONFIRMED,131.8916,83.08,0.068,0.00903,6.19,5904.0,4.03,1.82,1.295,4.24
'FALSE POSITIVE',132.8614,89.95,0.07,0.0194,17.41,6201.0,4.14,1.5,1.13,4.9
'FALSE POSITIVE',171.2327,89.38,0.032,0.0118,7.7,5674.0,4.57,0.84,0.942,0.5
'FALSE POSITIVE',171.23127,88.24,0.036,0.0207,6.8,6818.0,4.33,1.29,1.32,0.44
'FALSE POSITIVE',170.35778,75.06,0.028,0.153,3.9,6095.0,4.49,0.97,1.066,0.5
'FALSE POSITIVE',174.7038,87.66,0.071,0.0254,12.4,5770.0,4.55,0.86,0.968,0.5
'FALSE POSITIVE',169.64565,83.08,0.069,0.143,7.92,5244.0,4.63,0.73,0.83,0.9
'FALSE POSITIVE',173.2658,79.64,0.061,0.053,5.6,6398.0,4.42,1.1,1.17,0.25
'FALSE POSITIVE',170.58195,89.38,0.02,0.041,2.462,4877.0,4.61,0.69,0.705,13.9
'FALSE POSITIVE',169.6734,85.37,0.025,0.045,6.5,5859.0,4.54,0.89,0.99,0.3
'FALSE POSITIVE',169.86393,81.36,0.071,0.113,6.7,5796.0,4.55,0.87,0.976,0.6
'FALSE POSITIVE',121.29433,54.43,0.021,0.26,2.1,6341.0,4.21,1.41,1.18,3.57
'FALSE POSITIVE',135.9464,88.81,0.222,0.01561,28.2,6278.0,4.45,1.04,1.128,0.2
'FALSE POSITIVE',132.741,46,0.026971,0.055,1.4,NA,NA,0.704,NA,NA
'FALSE POSITIVE',327.51,89.8,0.981296,0.0251,155,NA,NA,0.993,NA,NA
'FALSE POSITIVE',132.4353,75,0.022805,0.0092,2.9,NA,NA,1.003,NA,NA
'FALSE POSITIVE',136.7646,79,0.063057,0.0093,5,NA,NA,1,NA,NA
'FALSE POSITIVE',135.796,87,0.079478,0.013,9,NA,NA,0.846,NA,NA
'FALSE POSITIVE',134.2032,78,0.048355,0.012,4,NA,NA,0.978,NA,NA
'FALSE POSITIVE',131.6279,76,0.028124,0.0107,3,NA,NA,0.911,NA,NA
'FALSE POSITIVE',227.494,90,1.03114,0.018,204,NA,NA,0.984,NA,NA
'FALSE POSITIVE',236.303,90,1.04483,0.03,362,NA,NA,1.035,NA,NA
'FALSE POSITIVE',136.7813,89,0.068829,0.0093,21,NA,NA,1.299,NA,NA
'FALSE POSITIVE',132.4354,88,0.022091,0.0059,6,NA,NA,1.363,NA,NA
'FALSE POSITIVE',131.6568,20.7,0.01543,0.014,1.056,NA,NA,0.875,NA,NA
'FALSE POSITIVE',132.1037,75,0.019649,0.0118,3,NA,NA,0.953,NA,NA
'FALSE POSITIVE',133.8128,87.4,0.068586,0.0083,17,NA,NA,1,NA,NA
'FALSE POSITIVE',133.8977,81,0.045305,0.0136,6,NA,NA,1.068,NA,NA
'FALSE POSITIVE',131.5077,57,0.018962,0.0066,1.6,NA,NA,0.812,NA,NA
'FALSE POSITIVE',131.7733,69,0.012815,0.0097,2,NA,NA,0.979,NA,NA
'FALSE POSITIVE',133.828,89,0.192049,0.011,24,NA,NA,0.818,NA,NA
'FALSE POSITIVE',131.5724,84,0.064888,0.0104,8,NA,NA,1.081,NA,NA
'FALSE POSITIVE',205.19,90,0.613787,0.02,151,NA,NA,0.869,NA,NA
'FALSE POSITIVE',143.2114,89.6,0.172635,0.0066,71,NA,NA,1,NA,NA
'FALSE POSITIVE',329.5021,90,0.750812,0.013,457,NA,NA,1.362,NA,NA
'FALSE POSITIVE',132.7648,34.7,0.02704,0.0108,1.2,NA,NA,1.217,NA,NA
'FALSE POSITIVE',131.8952,59,0.013419,0.0079,1.9,NA,NA,0.884,NA,NA
'FALSE POSITIVE',131.8299,73,0.014245,0.0037,1.7,NA,NA,1.139,NA,NA
'FALSE POSITIVE',156.712,89.9,0.97467,0.022,482,NA,NA,0.821,NA,NA
'FALSE POSITIVE',158.336,89,0.214866,0.022,25,NA,NA,0.591,NA,NA
'FALSE POSITIVE',136.241,90,0.936371,0.03,346,NA,NA,0.666,NA,NA
'FALSE POSITIVE',132.0086,60,0.011938,0.0093,1.9,NA,NA,0.525,NA,NA
'FALSE POSITIVE',152.906,90,0.165582,0.0083,37,NA,NA,1.601,NA,NA
'FALSE POSITIVE',305.124,90,1.05151,0.025,374,NA,NA,1.022,NA,NA
'FALSE POSITIVE',151.774,90,0.148429,0.04,67,NA,NA,1,NA,NA
'FALSE POSITIVE',135.3363,86,0.079558,0.013,13,NA,NA,0.935,NA,NA
'FALSE POSITIVE',131.5123,76,0.024238,0.0059,3.5,NA,NA,1.249,NA,NA
'FALSE POSITIVE',131.8689,90,0.165824,0.009,43,NA,NA,1.487,NA,NA
'FALSE POSITIVE',134.215,89,0.049478,0.007,10,NA,NA,1.076,NA,NA
'FALSE POSITIVE',331.859,90,0.941355,0.024,256,NA,NA,0.814,NA,NA
'FALSE POSITIVE',131.731,70,0.012921,0.0088,2,NA,NA,0.824,NA,NA
'FALSE POSITIVE',133.2437,87,0.040426,0.017,5,NA,NA,3.932,NA,NA
'FALSE POSITIVE',286.339,90,1.04699,0.021,326,NA,NA,0.942,NA,NA
'FALSE POSITIVE',131.7227,75,0.019981,0.0105,3.3,NA,NA,1.079,NA,NA
'FALSE POSITIVE',308.617,90,0.6451,0.017,112,NA,NA,0.961,NA,NA
'FALSE POSITIVE',195.0563,90,0.472024,0.016,283,NA,NA,1,NA,NA
'FALSE POSITIVE',138.063,87,0.076273,0.01,8,NA,NA,1.086,NA,NA
'FALSE POSITIVE',131.7865,59,0.017157,0.0132,1.9,NA,NA,0.685,NA,NA
'FALSE POSITIVE',131.9,35,0.013766,0,1,NA,NA,0.904,NA,NA
'FALSE POSITIVE',154.175,90,0.965263,0.017,223,NA,NA,1.631,NA,NA
'FALSE POSITIVE',425.938,90,1.03091,0.029,330,NA,NA,0.906,NA,NA
'FALSE POSITIVE',132.0426,73,0.015866,0.0054,2.4,NA,NA,1,NA,NA
'FALSE POSITIVE',132.3558,65,0.019849,0.0091,2.1,NA,NA,1.134,NA,NA
'FALSE POSITIVE',131.5771,90,0.017986,0.013,4,NA,NA,0.775,NA,NA
'FALSE POSITIVE',133.788,86,0.111715,0.0107,14,NA,NA,1.005,NA,NA
'FALSE POSITIVE',154.986,89,0.176853,0.012,16,NA,NA,1.004,NA,NA
'FALSE POSITIVE',159.669,90,0.601993,0.018,153,NA,NA,0.953,NA,NA
'FALSE POSITIVE',153.309,90,1.14875,0.012,373,NA,NA,1,NA,NA
'FALSE POSITIVE',301.5449,89.9,0.794014,0.013,446,NA,NA,1.501,NA,NA
'FALSE POSITIVE',132.0503,18.2,0.02694,0.00593,1.047,NA,NA,2.108,NA,NA
'FALSE POSITIVE',131.8032,80,0.013821,0.0135,5,NA,NA,0.501,NA,NA
'FALSE POSITIVE',132.2114,84,0.017976,0.0059,4.5,NA,NA,2.319,NA,NA
'FALSE POSITIVE',131.7035,81,0.020936,0.01,2,NA,NA,0.852,NA,NA
'FALSE POSITIVE',302.325,90,1.04483,0.019,237,NA,NA,1.041,NA,NA
'FALSE POSITIVE',132.1802,77,0.015355,0.0107,3.6,NA,NA,0.771,NA,NA
'FALSE POSITIVE',309.543,90,1.06392,0.019,327,NA,NA,0.962,NA,NA
'FALSE POSITIVE',187.494,90,0.95744,0.027,246,NA,NA,0.785,NA,NA
'FALSE POSITIVE',133.7786,89,0.037563,0.0057,8,NA,NA,1.245,NA,NA
'FALSE POSITIVE',132.0157,82,0.033425,0.0127,7,NA,NA,0.956,NA,NA
'FALSE POSITIVE',132.0072,36,0.021539,0.0127,1.23,NA,NA,0.981,NA,NA
'FALSE POSITIVE',136.198,89.9,1.07714,0.012,330,NA,NA,1.649,NA,NA
'FALSE POSITIVE',354.906,89.79,1.01513,0.0514,253,NA,NA,0.822,NA,NA
'FALSE POSITIVE',131.9866,84,0.02257,0.015,6,NA,NA,0.827,NA,NA
'FALSE POSITIVE',132.2853,49,0.021266,0.02,1.5,NA,NA,0.744,NA,NA
'FALSE POSITIVE',275.548,90,1.16698,0.011,257,NA,NA,2.067,NA,NA
'FALSE POSITIVE',151.892,90,0.926643,0.014,232,NA,NA,0.936,NA,NA
'FALSE POSITIVE',133.0499,56,0.033976,0.021,1.8,NA,NA,0.945,NA,NA
'FALSE POSITIVE',132.1862,81,0.024111,0.0084,3.8,NA,NA,1,NA,NA
'FALSE POSITIVE',131.681,90,0.016273,0.008,3,NA,NA,0.839,NA,NA
'FALSE POSITIVE',132.0617,78,0.023704,0.021,3,NA,NA,1,NA,NA
'FALSE POSITIVE',133.5473,89,0.125327,0.02,32,NA,NA,0.842,NA,NA
'FALSE POSITIVE',131.9871,70,0.013515,0.0115,2.6,NA,NA,0.857,NA,NA
'FALSE POSITIVE',132.0162,48,0.020913,0.02,1.5,NA,NA,0.587,NA,NA
'FALSE POSITIVE',132.5098,51,0.021067,0.013,1.4,NA,NA,1.133,NA,NA
'FALSE POSITIVE',134.458,90,0.107262,0.019,41,NA,NA,1.164,NA,NA
'FALSE POSITIVE',172.099,90,1.10043,0.012,198,NA,NA,1.015,NA,NA
'FALSE POSITIVE',133.9749,90,0.151952,0.0082,7,NA,NA,3.656,NA,NA
'FALSE POSITIVE',254.076,90,0.663703,0.012,169,NA,NA,1.022,NA,NA
'FALSE POSITIVE',137.787,88,0.120146,0.0091,6,NA,NA,3.668,NA,NA
'FALSE POSITIVE',132.0267,90,0.014427,0.008,5,NA,NA,0.999,NA,NA
'FALSE POSITIVE',131.7077,86,0.019919,0.009,5,NA,NA,0.749,NA,NA
'FALSE POSITIVE',131.553,16,0.021598,0.009,1.036,NA,NA,1.115,NA,NA
'FALSE POSITIVE',132.3058,75,0.019178,0.00344,3.1,NA,NA,1,NA,NA
'FALSE POSITIVE',131.7832,65,0.02846,0.03,2.3,NA,NA,0.512,NA,NA
'FALSE POSITIVE',131.804,85,0.079588,0.015,8,NA,NA,0.899,NA,NA
'FALSE POSITIVE',132.6171,82,0.023715,0.0123,6,NA,NA,1.061,NA,NA
'FALSE POSITIVE',366.902,90,0.826197,0.011,208,NA,NA,1.223,NA,NA
'FALSE POSITIVE',132.9799,89,0.051657,0.0033,2,NA,NA,2.492,NA,NA
'FALSE POSITIVE',132.3094,26.2,0.016168,0.0162,1.091,NA,NA,0.844,NA,NA
'FALSE POSITIVE',132.1039,74,0.02273,0.01,2,NA,NA,0.835,NA,NA
'FALSE POSITIVE',131.7277,72,0.017346,0.01,2.5,NA,NA,1.044,NA,NA
'FALSE POSITIVE',251.7679,90,0.96929,0.035,1046,NA,NA,0.592,NA,NA
'FALSE POSITIVE',241.714,89.9,0.994109,0.017,251,NA,NA,1,NA,NA
'FALSE POSITIVE',132.2202,82,0.048667,0.013,5,NA,NA,0.849,NA,NA
'FALSE POSITIVE',131.9995,81,0.026156,0.0107,5,NA,NA,1.012,NA,NA
'FALSE POSITIVE',144.9175,90,0.381137,0.014,64,NA,NA,2.966,NA,NA
'FALSE POSITIVE',172.097,89.7,0.424184,0.022,118,NA,NA,0.718,NA,NA
'FALSE POSITIVE',144.837,90,0.618469,0.022,106,NA,NA,0.912,NA,NA
'FALSE POSITIVE',131.8852,87,0.015597,0.0069,7,NA,NA,1.203,NA,NA
'FALSE POSITIVE',132.5135,46,0.031598,0.02,1.4,NA,NA,0.639,NA,NA
'FALSE POSITIVE',211.417,90,0.655016,0.022,90,NA,NA,1.024,NA,NA
CONFIRMED,134.6605,89,0.096656,0.008,25,NA,NA,0.683,NA,NA
'FALSE POSITIVE',131.7294,73,0.02034,0.0072,2.7,NA,NA,0.89,NA,NA
'FALSE POSITIVE',132.0941,85,0.017427,0.0104,6,NA,NA,0.937,NA,NA
'FALSE POSITIVE',132.06622,70,0.013082,0.0211,2.8,NA,NA,0.803,NA,NA
'FALSE POSITIVE',131.788,71,0.018547,0.0045,1.9,NA,NA,1,NA,NA
'FALSE POSITIVE',131.7659,63,0.013407,0.0114,1.6,NA,NA,1,NA,NA
'FALSE POSITIVE',135.9396,90,0.060825,0.009,13,NA,NA,0.859,NA,NA
'FALSE POSITIVE',132.10273,76,0.018745,0.0173,3.8,NA,NA,1.03,NA,NA
'FALSE POSITIVE',131.6445,69,0.016063,0.0089,2.5,NA,NA,2.998,NA,NA
'FALSE POSITIVE',145.6231,90,0.42648,0.016,231,NA,NA,1.43,NA,NA
'FALSE POSITIVE',143.684,90,0.275155,0.016,98,NA,NA,1.43,NA,NA
'FALSE POSITIVE',156.1855,89.9,0.261232,0.017,204,NA,NA,1.43,NA,NA
'FALSE POSITIVE',131.977,78,0.018262,0.018,4,NA,NA,0.907,NA,NA
'FALSE POSITIVE',136.891,89,0.071075,0.011,13,NA,NA,1.098,NA,NA
'FALSE POSITIVE',265.38,89.7,0.860115,0.03,125,NA,NA,0.572,NA,NA
'FALSE POSITIVE',145.847,90,0.172693,0.013,101,NA,NA,1.304,NA,NA
'FALSE POSITIVE',132.8076,76,0.031434,0.014,4,NA,NA,0.673,NA,NA
'FALSE POSITIVE',134.1878,84,0.044711,0.011,6,NA,NA,0.753,NA,NA
'FALSE POSITIVE',131.85853,80,0.018924,0.0114,5.2,NA,NA,1.137,NA,NA
'FALSE POSITIVE',421.729,90,1.00966,0.018,529,NA,NA,1.055,NA,NA
'FALSE POSITIVE',131.5394,49,0.017617,0.0131,1.49,NA,NA,0.808,NA,NA
'FALSE POSITIVE',131.8381,88,0.029053,0.0045,5,NA,NA,1.386,NA,NA
'FALSE POSITIVE',134.919,90,0.050197,0.019,9,NA,NA,0.784,NA,NA
'FALSE POSITIVE',131.626784,87.23,0.012717,0.04054,2.07157,NA,NA,1,NA,NA
'FALSE POSITIVE',131.5298,84,0.020337,0.0082,5.8,NA,NA,1.326,NA,NA
'FALSE POSITIVE',132.0277,87,0.026528,0.0053,5,NA,NA,1.135,NA,NA
'FALSE POSITIVE',132.00925,78,0.016402,0.0171,4,NA,NA,1.056,NA,NA
'FALSE POSITIVE',134.387,83,0.048215,0.0202,8,NA,NA,0.871,NA,NA
'FALSE POSITIVE',140.3003,82.2,0.089792,0.0175,7.2,NA,NA,0.959,NA,NA
'FALSE POSITIVE',218.535,89.9,0.843193,0.014,181,NA,NA,1.109,NA,NA
'FALSE POSITIVE',307.498,89.9,1.02949,0.027,241,NA,NA,0.963,NA,NA
'FALSE POSITIVE',236.338,90,0.901778,0.018,154,NA,NA,0.868,NA,NA
'FALSE POSITIVE',131.7919,80,0.012938,0.0137,3.2,NA,NA,0.902,NA,NA
'FALSE POSITIVE',132.5528,24,0.019729,0.021,1.09,NA,NA,0.752,NA,NA
'FALSE POSITIVE',188.514,90,0.509444,0.091,286,NA,NA,1,NA,NA
'FALSE POSITIVE',311.156,90,1.06525,0.022,264,NA,NA,1.102,NA,NA
'FALSE POSITIVE',297.349,90,1.04128,0.011,171,NA,NA,1.197,NA,NA
'FALSE POSITIVE',131.994,15,0.020899,0.021,1.034,NA,NA,1.026,NA,NA
'FALSE POSITIVE',162.702,90,0.298556,0.022,101,NA,NA,2.525,NA,NA
'FALSE POSITIVE',142.021,90,0.763104,0.016,151,NA,NA,0.881,NA,NA
'FALSE POSITIVE',142.3393,89.8,0.344577,0.014,149,NA,NA,1.792,NA,NA
