koi_disposition,koi_time0bk,koi_incl,koi_sma,koi_ror,koi_dor,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage
'FALSE POSITIVE',137.56306,84.8,0.074,0.238,10.7,5583.0,4.58,0.81,0.918,0.6
'FALSE POSITIVE',134.4364,85.37,0.118,0.03193,11.67,6405.0,4.31,1.25,1.16,2.55
'FALSE POSITIVE',142.18645,87.09,0.135,0.44,24,6429.0,4.42,1.12,1.18,0.32
'FALSE POSITIVE',134.046,54.43,0.016,0.0895,1.591,5718.0,4.474,0.913,0.906,NA
'FALSE POSITIVE',358.1629,75.06,0.052,0.05958,3.47,4847.0,4.67,0.7,0.83,NA
'FALSE POSITIVE',134.47439,89.38,0.027,0.028,3.56,5680.0,4.44,0.95,0.902,7.9
'FALSE POSITIVE',183.00779,84.22,0.093,1.79,23.4,5841.0,4.447,0.969,0.959,NA
'FALSE POSITIVE',133.86881,85.37,0.038,0.25435,5.899,5754.0,4.33,1.08,0.918,10.1
CONFIRMED,124.812537,89.95,0.052,0.0577,16.68,4766.0,4.59,0.742,0.786,9.0
CONFIRMED,171.008355,89.95,0.056,0.11716,8.133,6011.0,4.23,1.38,1.172,4.01
'FALSE POSITIVE',178.21347,62.45,0.022,0.376,2.288,5656.0,4.52,0.87,0.917,3.8
'FALSE POSITIVE',133.65076,89.95,0.037,0.204,6.779,6333.0,4.44,1.07,1.15,0.27
'FALSE POSITIVE',133.81576,79.07,0.04,0.153,3.243,6819.0,4.34,1.28,1.32,0.3
'FALSE POSITIVE',136.02879,89.95,0.05,0.1479,7.323,6115.0,4.49,0.98,1.07,0.4
'FALSE POSITIVE',355.47847,59.01,0.027,0.47,2.525,5945.0,4.43,1.06,1.09,NA
CONFIRMED,120.565126,85.37,0.038,0.07799,4.4,9071.0,3.93,2.7,2.27,0.58
'FALSE POSITIVE',178.4662,89.38,0.043,0.033,4.141,6133.0,4.43,1.04,1.07,2.0
'FALSE POSITIVE',166.54036,88.81,0.136,0.0404,54,4917.0,4.6,0.7,0.713,13.9
'FALSE POSITIVE',175.0718,89.38,0.063,0.18284,44.23,3240.0,4.897,0.27,0.21,NA
'FALSE POSITIVE',177.15245,88.81,0.117,0.18212,20.5,5368.0,4.61,0.76,0.863,0.5
CONFIRMED,170.48283,86.52,0.019,0.0466,12.1,4188.0,4.562,0.681,0.617,NA
CONFIRMED,133.86894,83.65,0.01,0.0429,6.3,4188.0,4.562,0.681,0.617,NA
'FALSE POSITIVE',132.95073,84.8,0.099,0.1056,10.38,6176.0,4.28,1.26,1.09,4.4
CONFIRMED,133.79201,87.09,0.025,0.0414,16.1,4188.0,4.562,0.681,0.617,NA
'FALSE POSITIVE',171.23833,87.09,0.058,0.08084,8.67,10564.0,3.99,2.58,2.38,NA
'FALSE POSITIVE',175.03222,85.37,0.066,0.59,15.4,5148.0,4.485,0.835,0.777,NA
'FALSE POSITIVE',170.248606,45.26,0.01,0.26,1.7,5037.0,3.82,1.98,0.95,12.4
'FALSE POSITIVE',133.3845,89.38,0.015,0.0188,1.878,4001.0,4.74,0.517,0.539,13.9
'FALSE POSITIVE',133.97129,84.8,0.011,0.01337,1.8,5377.0,4.61,0.76,0.865,0.6
'FALSE POSITIVE',133.5227,68.18,0.012,0.0124,1.48,6146.0,4.48,0.99,1.082,0.3
'FALSE POSITIVE',134.3169,88.81,0.019,0.0132,1.802,6218.0,4.32,1.2,1.1,3.5
'FALSE POSITIVE',133.5948,89.95,0.033,0.0101,4.43,6283.0,4.42,1.07,1.12,1.03
CONFIRMED,151.1868,89.38,0.249,0.0392,56,4196.0,4.72,0.545,0.573,14.0
'FALSE POSITIVE',360.28462,89.95,0.065,0.1228,12.754,5970.0,4.65,0.81,1.06,NA
'FALSE POSITIVE',135.06124,72.77,0.029,0.1204,3.27,4773.0,4.64,0.656,0.691,11.0
'FALSE POSITIVE',134.72019,65.32,0.033,0.123,2.5,5720.0,4.56,0.85,0.955,0.4
'FALSE POSITIVE',415.94864,88.24,0.195,0.12496,32.8,5676.0,4.67,0.77,1.02,NA
'FALSE POSITIVE',354.58651,87.09,0.024,0.033,2.61,5734.0,4.67,0.78,1.03,NA
'FALSE POSITIVE',379.1244,88.24,0.237,0.0731,29,5442.0,4.36,1.12,1.04,NA
'FALSE POSITIVE',277.3263,89.38,0.531,0.118,119,6158.0,4.46,1.01,1.084,0.8
'FALSE POSITIVE',173.60785,86.52,0.092,0.238,18.1,6122.0,4.49,0.98,1.08,0.3
'FALSE POSITIVE',261.3306,79.64,0.063,0.009,2.5,6962.0,4.01,2.02,1.52,1.8
'FALSE POSITIVE',171.0182,77.35,0.068,0.0401,4.51,4806.0,2.44,16,2.612,0.514
'FALSE POSITIVE',171.22655,26.36,0.018,0.442,1.58,8553.0,3.57,4.4,2.62,0.52
'FALSE POSITIVE',133.386,81.93,0.055,0.069,4.9,6026.0,4.38,1.08,1.02,4.7
CONFIRMED,260.8369,88.24,0.043,0.00774,6.21,6131.0,3.95,2.04,1.36,3.35
'FALSE POSITIVE',262.3943,71.05,0.159,0.046,3,6367.0,3.81,2.51,1.49,2.41
'FALSE POSITIVE',262.72625,89.95,0.031,0.0211,14.72,3240.0,4.897,0.27,0.21,NA
'FALSE POSITIVE',179.09562,88.24,0.314,0.36,46,8240.0,4.12,1.94,1.8,0.84
'FALSE POSITIVE',261.7172,79.64,0.055,0.00819,4.6,5189.0,3.5,3.43,1.35,3.3
'FALSE POSITIVE',133.9181,89.38,0.023,0.0286,2.153,4502.0,4.68,0.6,0.63,13.6
'FALSE POSITIVE',152.7976,88.81,0.36,0.07043,34.45,6043.0,4.1,1.72,1.366,2.9
'FALSE POSITIVE',266.0513,70.47,0.084,0.0402,2.86,7434.0,4.15,1.73,1.54,1.26
'FALSE POSITIVE',180.68055,81.36,0.042,0.246,6.7,5605.0,4.58,0.82,0.925,0.4
'FALSE POSITIVE',134.36457,77.35,0.061,0.12785,3.49,6718.0,4.34,1.26,1.28,0.57
'FALSE POSITIVE',140.65229,85.94,0.117,0.233,13.7,5818.0,4.43,0.98,0.95,6.2
'FALSE POSITIVE',163.01562,88.24,0.19,0.13714,22.62,5109.0,4.55,0.77,0.753,13.9
'FALSE POSITIVE',133.11067,55.58,0.014,0.0927,1.621,5429.0,4.42,0.93,0.82,14.0
'FALSE POSITIVE',133.09934,82.51,0.1,0.108,7.31,6111.0,4.49,0.97,1.071,0.3
'FALSE POSITIVE',134.65798,56.72,0.03,0.088,1.81,5697.0,4.56,0.84,0.953,0.4
'FALSE POSITIVE',134.1827,56.15,0.012,0.07244,1.654,3900.0,4.56,0.62,0.51,NA
'FALSE POSITIVE',133.8622,69.33,0.029,0.0798,2.8,6276.0,4.35,1.16,1.11,2.67
'FALSE POSITIVE',156.3374,85.94,0.274,0.0496,12.3,5571.0,4.51,0.86,0.886,5.7
'FALSE POSITIVE',133.79819,84.22,0.01,0.0405,3.55,5517.0,4.59,0.8,0.903,0.5
'FALSE POSITIVE',133.2714,87.09,0.039,0.026,8.4,5466.0,4.6,0.79,0.89,0.5
'FALSE POSITIVE',133.9777,86.52,0.025,0.0176,8.7,5583.0,4.58,0.81,0.918,0.6
CONFIRMED,122.900783,89.95,0.052,0.07871,7.19,6297.0,3.99,2.02,1.45,2.6
'FALSE POSITIVE',139.7526,88.24,0.09,0.0248,19.7,5264.0,4.5,0.83,0.786,13.8
'FALSE POSITIVE',230.02605,89.38,0.753,0.45,197,5714.0,4.38,1.02,0.903,9.8
'FALSE POSITIVE',133.68206,88.24,0.017,0.0191,3.6,5736.0,4.53,0.88,0.948,2.2
'FALSE POSITIVE',176.31,88.24,0.335,0.0215,28.8,6002.0,4.51,0.94,1.04,0.3
'FALSE POSITIVE',133.6774,88.24,0.031,0.0121,5.8,6117.0,4.48,0.99,1.07,0.6
'FALSE POSITIVE',134.56614,81.36,0.017,0.0145,4.3,5601.0,4.29,1.11,0.869,13.9
'FALSE POSITIVE',184.2479,89.95,0.085,0.0152,19.4,7211.0,4.29,1.502,1.606,NA
'FALSE POSITIVE',133.38111,89.38,0.02,0.0233,2.51,4541.0,4.67,0.609,0.637,13.9
'FALSE POSITIVE',158.29838,88.81,0.187,0.157,41,5633.0,4.39,0.99,0.879,10.9
'FALSE POSITIVE',355.5746,84.22,0.017,0.0271,3.3,5735.0,4.66,0.78,1.03,NA
'FALSE POSITIVE',139.71708,87.09,0.06,0.1546,10.209,6186.0,4.46,1.02,1.09,0.9
'FALSE POSITIVE',133.97103,79.64,0.012,0.0287,3.06,5785.0,4.55,0.87,0.975,0.4
'FALSE POSITIVE',355.3712,77.92,0.027,0.0234,3.9,5199.0,4.74,0.68,0.91,NA
'FALSE POSITIVE',354.8578,89.95,0.02,0.0201,5.07,5489.0,4.69,0.74,0.99,NA
'FALSE POSITIVE',261.9553,67.04,0.029,0.02543,2.4,5328.0,4.47,0.86,0.798,14.0
'FALSE POSITIVE',184.2911,88.81,0.354,0.56,63,5577.0,4.54,0.84,0.898,3.7
'FALSE POSITIVE',132.83324,89.38,0.017,0.03414,2.95,5577.0,4.54,0.84,0.898,3.7
CONFIRMED,132.415929,88.81,0.044,0.08054,8.73,6082.0,4.37,1.201,1.242,0.69
'FALSE POSITIVE',138.5214,88.81,0.469,0.0817,11.82,5365.0,2.75,12,2.991,0.37
'FALSE POSITIVE',133.22708,71.62,0.041,0.05,3.2,6390.0,4.42,1.1,1.17,0.44
'FALSE POSITIVE',178.58621,18.91,0.01,0.2881,1.33,5639.0,4.57,0.83,0.934,0.5
CONFIRMED,133.62933,89.95,0.188,0.02579,31.494,6405.0,4.42,1.1,1.18,0.23
'FALSE POSITIVE',135.5266,89.38,0.049,0.0189,13.8,6021.0,4.43,1.02,1.02,3.5
'FALSE POSITIVE',133.9838,73.34,0.015,0.0235,2.8,6002.0,4.51,0.93,1.035,0.3
'FALSE POSITIVE',133.30988,16.04,0.011,0.2449,1.27,6274.0,4.45,1.04,1.128,0.27
'FALSE POSITIVE',132.3151,89.95,0.057,0.0147,11.85,6098.0,3.91,2.02,1.22,4.7
'FALSE POSITIVE',135.95,81.36,0.022,0.00651,4.3,5234.0,4.478,0.848,0.789,NA
'FALSE POSITIVE',133.84115,87.66,0.018,0.0078,4.5,4830.0,4.62,0.68,0.696,13.8
'FALSE POSITIVE',134.58591,85.94,0.06,0.26063,9.807,6111.0,4.48,0.98,1.07,0.5
'FALSE POSITIVE',179.53331,89.95,0.052,0.2047,10.235,6151.0,4.39,1.08,1.07,2.9
'FALSE POSITIVE',136.14121,83.65,0.044,0.23661,6.971,6265.0,4.41,1.09,1.11,1.59
'FALSE POSITIVE',133.04333,57.3,0.013,0.41,2.1,5352.0,4.48,0.85,0.81,12.3
'FALSE POSITIVE',133.80486,57.3,0.021,0.39,2.23,5923.0,4.46,0.96,0.99,3.3
'FALSE POSITIVE',150.45122,89.38,0.213,0.16063,30.21,6204.0,4.47,1.02,1.1,0.3
'FALSE POSITIVE',134.79967,84.22,0.053,0.2236,9.64,6042.0,4.5,0.95,1.049,0.4
'FALSE POSITIVE',134.50792,83.65,0.024,0.1033,6.81,4315.0,4.71,0.564,0.594,14.0
'FALSE POSITIVE',136.79644,86.52,0.045,0.13254,8.08,5927.0,4.52,0.91,1.013,0.6
'FALSE POSITIVE',356.2881,89.95,0.041,0.023,7.1,5692.0,4.56,0.89,1.05,NA
CONFIRMED,165.1507,89.38,0.455,0.06719,61.2,5723.0,4.56,0.85,0.956,0.5
CONFIRMED,286.0823,89.95,1.332,0.03468,179,5723.0,4.56,0.85,0.956,0.5
'FALSE POSITIVE',141.0621,89.95,0.155,0.031,39.4,5249.0,4.63,0.73,0.832,0.8
'FALSE POSITIVE',134.7931,89.95,0.034,0.0126,3.534,5834.0,4.51,0.91,0.973,2.2
'FALSE POSITIVE',154.8713,69.9,0.163,0.038,2.78,5345.0,4.62,0.75,0.857,0.6
'FALSE POSITIVE',154.845,79.07,0.161,0.102,5.4,5194.0,4.64,0.72,0.82,0.9
'FALSE POSITIVE',133.0015,74.48,0.063,0.0614,2.29,6089.0,4.44,1.02,1.05,2.2
'FALSE POSITIVE',147.39546,87.09,0.14,0.25,22,5997.0,3.92,2.2,1.48,2.94
'FALSE POSITIVE',133.67615,85.37,0.018,0.0095,4.7,6053.0,4.5,0.95,1.05,0.3
'FALSE POSITIVE',172.26465,89.95,0.074,0.1659,8.722,5171.0,4.53,0.79,0.765,13.8
'FALSE POSITIVE',352.72243,63.6,0.03,0.209,2.41,5524.0,4.55,0.89,1.02,NA
CONFIRMED,135.40746,88.24,0.075,0.04452,15.4,5385.0,4.43,0.978,0.944,8.5
CONFIRMED,136.617,88.81,0.117,0.0244,19.631,6405.0,4.42,1.1,1.18,0.23
'FALSE POSITIVE',133.41059,31.51,0.024,0.3239,1.51,8050.0,3.68,3.6,2.28,0.71
'FALSE POSITIVE',135.6446,88.81,0.043,0.0114,5.9,6403.0,4.42,1.1,1.171,0.36
'FALSE POSITIVE',357.26069,89.95,0.051,0.047,9.16,5686.0,4.72,0.73,1.01,NA
'FALSE POSITIVE',133.89017,87.09,0.055,0.046,16.3,4889.0,4.61,0.69,0.709,13.5
'FALSE POSITIVE',142.32848,89.95,0.092,0.025,22.3,6418.0,4.36,1.185,1.17,1.64
'FALSE POSITIVE',133.8109,83.08,0.015,0.0097,1.92,6914.0,4.3,1.35,1.34,0.73
'FALSE POSITIVE',134.47174,80.79,0.085,0.043,6.3,7523.0,4.07,1.96,1.64,1.27
'FALSE POSITIVE',147.6478,89.95,0.154,0.087,309,6103.0,4.49,0.97,1.062,0.4
'FALSE POSITIVE',133.56578,89.95,0.078,0.1063,10.849,6414.0,4.41,1.12,1.18,0.48
CONFIRMED,138.7679,88.24,0.083,0.01971,14.4,6013.0,4.42,1.03,1.02,4.0
CONFIRMED,135.1962,88.24,0.108,0.021,18.7,6013.0,4.42,1.03,1.02,4.0
'FALSE POSITIVE',374.6241,87.66,0.167,0.3,31,3944.0,4.32,0.93,0.66,NA
'FALSE POSITIVE',248.9238,89.38,0.832,1.42,270,5559.0,4.33,1.04,0.85,14.0
'FALSE POSITIVE',357.5365,88.81,0.055,0.0151,10.9,4858.0,4.55,0.82,0.87,NA
'FALSE POSITIVE',145.84,89.38,0.489,0.0053,65,6507.0,4.16,1.56,1.27,2.87
'FALSE POSITIVE',183.3724,89.95,0.067,0.2092,8.0929,6052.0,4.5,0.96,1.06,0.3
'FALSE POSITIVE',354.81819,84.22,0.02,0.034,4.3,5514.0,4.48,0.97,1.03,NA
'FALSE POSITIVE',133.66162,79.64,0.012,0.0292,3.9,5597.0,4.58,0.82,0.922,0.5
CONFIRMED,128.15272,88.24,0.116,0.05629,24,5385.0,4.43,0.978,0.944,8.5
'FALSE POSITIVE',134.06469,85.94,0.037,0.0299,12.1,5222.0,4.63,0.73,0.826,0.8
'FALSE POSITIVE',137.0791,81.93,0.079,0.0162,6.8,5374.0,3.94,1.73,0.959,11.6
'FALSE POSITIVE',135.3073,73.91,0.039,0.00689,3,5085.0,3.68,2.74,1.316,4.33
'FALSE POSITIVE',178.5618,88.24,0.013,0.0231,3,5469.0,4.59,0.79,0.89,0.8
'FALSE POSITIVE',206.011,88.81,0.526,0.0106,37,6138.0,4.39,1.08,1.06,3.0
'FALSE POSITIVE',134.88,89.38,0.518,0.0149,69,6014.0,4.51,0.94,1.038,0.3
'FALSE POSITIVE',131.6892,87.66,0.061,0.0092,15.3,6202.0,4.4,1.09,1.09,2.3
'FALSE POSITIVE',145.9458,88.24,0.368,0.24,38,7048.0,4.33,1.34,1.39,0.19
'FALSE POSITIVE',132.2144,89.95,0.019,0.0052,4.99,6020.0,4.38,1.093,1.046,NA
'FALSE POSITIVE',170.68729,89.95,0.049,0.0113,9.572,5803.0,4.462,0.943,0.94,NA
'FALSE POSITIVE',132.4287,81.93,0.024,0.0076,6.2,6107.0,4.36,1.12,1.05,4.2
'FALSE POSITIVE',165.041,89.38,0.265,0.0066,63,5696.0,3.98,1.76,1.093,7.6
'FALSE POSITIVE',139.3251,87.66,0.151,0.159,26.3,6111.0,4.34,1.14,1.05,4.5
'FALSE POSITIVE',131.884,85.94,0.022,0.00502,2.81,6267.0,3.83,2.44,1.48,2.57
'FALSE POSITIVE',132.941,61.88,0.028,0.0148,1.85,5686.0,4.38,1.01,0.894,10.2
'FALSE POSITIVE',147.4828,47.56,0.031,0.27,1.74,6326.0,4.44,1.07,1.15,0.25
'FALSE POSITIVE',133.7072,89.95,0.035,0.023,9.67,4570.0,4.5,0.83,0.79,NA
'FALSE POSITIVE',132.0611,89.38,0.025,0.0086,4.79,6299.0,4.45,1.06,1.14,0.3
CONFIRMED,170.39654,89.38,0.09,0.04893,30.7,4486.0,4.72,0.577,0.634,5.2
'FALSE POSITIVE',133.7755,89.95,0.044,0.0132,9.9,5437.0,4.6,0.775,0.88,0.5
'FALSE POSITIVE',142.7135,89.38,0.097,0.0175,28,4905.0,4.61,0.77,0.87,NA
CONFIRMED,149.8891,88.81,0.112,0.0467,38.5,4486.0,4.72,0.577,0.634,5.2
'FALSE POSITIVE',132.081,27.5,0.03,0.3387,1.46,5872.0,4.64,0.81,1.05,NA
'FALSE POSITIVE',235.7661,88.24,0.99,0.04666,34.15,5133.0,3.14,6.34,2.012,1.096
'FALSE POSITIVE',131.9075,87.66,0.029,0.022,7.9,5380.0,4.62,0.8,0.98,NA
'FALSE POSITIVE',133.4253,89.38,0.038,0.008,6.1,5923.0,4.416,1.026,1.001,NA
'FALSE POSITIVE',132.18337,84.22,0.023,0.0134,5.4,6206.0,4.46,1.02,1.1,0.5
'FALSE POSITIVE',138.8257,84.22,0.089,0.01124,6.79,6286.0,3.98,1.97,1.35,3.1
'FALSE POSITIVE',155.5496,85.37,0.16,0.129,12.6,5152.0,4.54,0.78,0.763,13.7
CONFIRMED,134.4875,88.24,0.135,0.0292,27,5969.0,4.52,0.92,1.024,0.4
'FALSE POSITIVE',132.9753,89.95,0.04,0.0085,6.02,5890.0,4.429,1.003,0.986,NA
'FALSE POSITIVE',133.76,89.95,0.041,0.0121,6.59,6111.0,4.49,0.98,1.07,0.3
'FALSE POSITIVE',132.9297,89.38,0.032,0.0162,4,5637.0,4.49,0.96,1.05,NA
'FALSE POSITIVE',132.4739,89.38,0.04,0.0075,3.92,5571.0,4.13,1.35,0.898,14.0
'FALSE POSITIVE',133.7441,87.66,0.055,0.0121,5.1,5699.0,4.42,0.97,0.905,8.3
'FALSE POSITIVE',132.8067,75.06,0.012,0.0152,2.17,5530.0,4.59,0.8,0.905,0.5
'FALSE POSITIVE',140.4536,89.95,0.096,0.0119,39,5377.0,4.47,0.87,0.814,12.4
'FALSE POSITIVE',131.7763,89.38,0.029,0.0161,2.671,6645.0,4.37,1.21,1.26,0.23
'FALSE POSITIVE',131.9871,89.38,0.023,0.0091,2.762,5723.0,4.56,0.85,0.956,0.4
'FALSE POSITIVE',131.7563,84.8,0.026,0.011,5,6010.0,4.33,1.14,1.012,5.9
'FALSE POSITIVE',207.326,89.95,0.586,0.0084,173,5788.0,4.12,1.42,0.974,10.0
'FALSE POSITIVE',131.64675,89.38,0.018,0.0128,2.718,6235.0,4.35,1.2,1.177,NA
'FALSE POSITIVE',131.495,76.2,0.017,0.0189,3.5,5728.0,4.44,0.96,0.917,7.2
'FALSE POSITIVE',133.6172,84.22,0.021,0.176,7.28,3240.0,4.897,0.27,0.21,NA
'FALSE POSITIVE',131.7163,85.37,0.02,0.011,5.7,6129.0,4.49,0.98,1.078,0.3
'FALSE POSITIVE',132.8635,87.09,0.029,0.0135,3.3,5198.0,4.64,0.72,0.819,0.6
'FALSE POSITIVE',170.83882,88.81,0.263,0.63,67,6030.0,4.5,0.95,1.046,0.4
'FALSE POSITIVE',170.96441,76.2,0.033,0.0921,3.95,6193.0,4.42,1.06,1.09,1.8
'FALSE POSITIVE',170.33821,79.07,0.022,0.6014,3.293,6186.0,4.15,1.48,1.13,4.9
'FALSE POSITIVE',143.0974,64.74,0.06,0.28,2.8,5578.0,4.33,1.05,0.857,13.8
'FALSE POSITIVE',135.6825,87.66,0.111,0.0059,16.9,6434.0,4.07,1.77,1.32,2.91
'FALSE POSITIVE',157.52592,77.92,0.056,0.04152,4.481,6391.0,3.81,2.6,1.61,2.01
'FALSE POSITIVE',133.56031,84.22,0.006,0.0165,2.52,3240.0,4.897,0.27,0.21,NA
'FALSE POSITIVE',176.117,82.51,0.468,0.23,9.5,5705.0,4.56,0.85,0.952,0.5
'FALSE POSITIVE',131.7061,89.38,0.026,0.0061,4.29,5684.0,4.43,0.96,0.901,8.3
'FALSE POSITIVE',131.8653,86.52,0.031,0.0072,3.7,6381.0,4.08,1.71,1.29,3.16
'FALSE POSITIVE',155.20551,88.24,0.235,0.37,48,5804.0,4.39,1.02,0.94,7.8
'FALSE POSITIVE',135.8403,89.95,0.08,0.022,12.2,5880.0,4.36,1.07,0.96,7.3
'FALSE POSITIVE',132.0555,77.92,0.024,0.01053,2.52,5539.0,4.36,1.13,1.06,NA
'FALSE POSITIVE',131.5208,89.38,0.016,0.0177,1.611,4662.0,4.65,0.636,0.662,13.7
'FALSE POSITIVE',133.322,88.81,0.079,0.018,13.6,8853.0,4.36,1.48,1.8,0.11
'FALSE POSITIVE',131.8672,89.95,0.061,0.0122,24.6,5799.0,4.53,0.88,0.971,1.2
'FALSE POSITIVE',145.978,89.38,0.172,0.0085,18.2,6210.0,4.353,1.188,1.161,NA
'FALSE POSITIVE',133.4971,89.95,0.02,0.0207,8.8,4858.0,4.61,0.686,0.702,13.7
'FALSE POSITIVE',132.01879,27.5,0.013,0.3998,1.507,5780.0,4.44,1,1.0,NA
'FALSE POSITIVE',136.3106,89.38,0.103,0.0135,37,5770.0,4.46,0.95,0.935,5.8
'FALSE POSITIVE',131.65904,87.66,0.016,0.0186,6.6,5959.0,4.52,0.92,1.026,0.3
'FALSE POSITIVE',131.81836,68.75,0.013,0.0128,2.5,5750.0,4.474,0.917,0.914,NA
'FALSE POSITIVE',137.4304,89.95,0.074,0.0114,14.76,6074.0,4.5,0.96,1.061,0.3
'FALSE POSITIVE',131.8646,89.38,0.015,0.013,1.967,6286.0,4.45,1.05,1.13,0.2
'FALSE POSITIVE',156.993,89.38,1.022,0.021,115,6286.0,4.45,1.05,1.13,0.2
'FALSE POSITIVE',131.6414,89.38,0.02,0.0171,6.3,4353.0,4.7,0.571,0.602,13.7
'FALSE POSITIVE',132.6262,88.81,0.026,0.0064,4,5825.0,4.54,0.88,0.985,0.3
'FALSE POSITIVE',143.4011,88.81,0.122,0.01317,22.2,6064.0,4.41,1.05,1.034,3.5
'FALSE POSITIVE',137.624,85.37,0.182,0.0227,12.3,6665.0,4.14,1.62,1.33,2.33
CONFIRMED,133.414315,89.95,0.047,0.13166,11.897015,5595.0,4.58,0.82,0.923,0.4
'FALSE POSITIVE',133.4333,89.38,0.051,0.0133,16.7,4422.0,4.69,0.584,0.615,13.9
'FALSE POSITIVE',136.2654,89.95,0.083,0.0172,18.5,5818.0,4.55,0.91,1.06,NA
'FALSE POSITIVE',132.76724,56.15,0.009,0.0147,1.55,5379.0,4.53,0.82,0.832,7.8
'FALSE POSITIVE',131.9688,80.21,0.082,0.019,5.1,5805.0,4.55,0.87,0.979,0.4
'FALSE POSITIVE',151.7147,89.95,0.199,0.0099,7.67,6443.0,4.27,1.32,1.19,2.77
'FALSE POSITIVE',131.71487,49.85,0.014,0.01129,1.52,5889.0,4.53,0.9,1.003,0.5
'FALSE POSITIVE',134.3932,88.81,0.075,0.0076,12.6,5789.0,4.51,0.9,0.957,2.9
'FALSE POSITIVE',143.83245,89.95,0.13,0.2166,46.97,5264.0,4.63,0.74,0.835,0.9
'FALSE POSITIVE',131.83865,89.95,0.021,0.01125,4.9,5717.0,3.77,2.43,1.28,NA
'FALSE POSITIVE',141.5338,86.52,0.118,0.039,17.1,5764.0,4.55,0.86,0.97,0.4
CONFIRMED,170.821008,89.95,0.029,0.17,12.75,4098.0,4.73,0.531,0.557,13.9
'FALSE POSITIVE',139.6503,89.38,0.08,0.0165,32,5331.0,4.6,0.76,0.843,2.8
'FALSE POSITIVE',131.87666,89.95,0.015,0.0196,5.52,4727.0,4.64,0.652,0.674,14.0
'FALSE POSITIVE',133.1553,85.37,0.026,0.019,7.5,5289.0,4.49,0.84,0.79,13.9
'FALSE POSITIVE',131.91116,89.38,0.012,0.0177,1.784,5311.0,4.62,0.746,0.848,0.7
'FALSE POSITIVE',132.5374,80.79,0.015,0.0121,3.6,6550.0,4.39,1.17,1.22,0.25
'FALSE POSITIVE',132.2986,89.95,0.065,0.028,30.2,5066.0,4.65,0.75,0.91,NA
'FALSE POSITIVE',131.95439,85.37,0.015,0.0156,2.28,6540.0,4.39,1.16,1.22,0.28
'FALSE POSITIVE',132.9874,88.24,0.037,0.0106,5.7,5657.0,4.23,1.2,0.9,13.1
'FALSE POSITIVE',131.6212,88.24,0.036,0.0097,6.3,5788.0,4.41,1,0.933,7.3
CONFIRMED,139.7166,83.08,0.079,0.02179,7.36,5666.0,4.57,0.84,0.941,0.6
CONFIRMED,139.4561,84.8,0.103,0.02406,9.67,5666.0,4.57,0.84,0.941,0.6
'FALSE POSITIVE',133.7735,45.84,0.035,0.01656,1.4,6244.0,4.46,1.03,1.114,0.3
'FALSE POSITIVE',131.8509,82.51,0.021,0.0072,4.7,6037.0,4.5,0.95,1.046,0.4
'FALSE POSITIVE',133.0761,86.52,0.024,0.0156,8.4,6034.0,4.5,0.95,1.046,0.4
'FALSE POSITIVE',141.64297,89.38,0.705,0.67,163,5966.0,4.52,0.92,1.025,0.3
'FALSE POSITIVE',299.65404,89.38,0.611,0.17127,74.34,6078.0,4.43,1.03,1.04,2.6
'FALSE POSITIVE',149.26101,89.95,0.09,0.2888,44.8,3240.0,4.897,0.27,0.21,NA
'FALSE POSITIVE',133.952,87.09,0.079,0.075,17.6,3240.0,4.897,0.27,0.21,NA
'FALSE POSITIVE',139.1972,89.95,0.136,0.0192,24.1,5986.0,4.52,0.93,1.031,0.3
'FALSE POSITIVE',131.5278,79.64,0.018,0.0205,1.56,5191.0,4.72,0.69,0.91,NA
'FALSE POSITIVE',132.465,87.66,0.028,0.0172,6.7,5632.0,4.55,0.9,1.04,NA
'FALSE POSITIVE',131.6849,89.38,0.017,0.0097,2.594,6278.0,4.41,1.09,1.119,1.37
'FALSE POSITIVE',132.6817,83.65,0.011,0.0192,4.3,3240.0,4.897,0.27,0.21,NA
'FALSE POSITIVE',163.4143,89.38,0.223,0.0183,45,5436.0,4.6,0.78,0.882,0.6
'FALSE POSITIVE',133.3749,89.95,0.067,0.0177,11,5612.0,4.58,0.82,0.929,0.5
'FALSE POSITIVE',131.7679,79.07,0.02,0.0075,3.6,8604.0,4.05,2.2,1.98,0.74
'FALSE POSITIVE',182.2325,88.81,0.351,0.05,54,7051.0,4.11,1.76,1.46,1.67
'FALSE POSITIVE',161.1118,89.95,0.251,0.035,107,5223.0,4.63,0.72,0.826,0.6
'FALSE POSITIVE',168.14585,83.08,0.05,0.35314,5.253,5842.0,4.447,0.97,0.961,NA
'FALSE POSITIVE',134.88812,84.8,0.054,0.354,11.5,5497.0,4.54,0.89,1.02,NA
'FALSE POSITIVE',167.7465,88.81,0.713,0.04882,36,5952.0,3.83,2.27,1.26,4.2
'FALSE POSITIVE',172.49816,89.95,0.055,0.0299,6.287,6528.0,4.17,1.53,1.27,2.79
CONFIRMED,137.180265,85.37,0.029,0.09635,5.99,5731.0,4.51,0.89,0.94,3.5
'FALSE POSITIVE',131.6668,85.37,0.044,0.0813,11.5,5877.0,4.54,0.89,1.0,0.4
'FALSE POSITIVE',136.00948,73.91,0.043,0.221,3.84,6225.0,4.33,1.19,1.1,3.4
